Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
8.4,0.149379919,0.149388598,0.149396171,-0.048328023,-0.048354073,-0.048356895,,7.53305E-11,2.64136E-10,6.78625E-10,8.33603E-10,,,,,
8.45,0.144917693,0.144929368,0.144932674,-0.047507052,-0.047532559,-0.047530558,,1.36324E-10,2.24447E-10,6.50609E-10,5.52535E-10,,,,,
8.5,0.139934929,0.139944283,0.139943531,-0.046602171,-0.046619529,-0.046613251,,8.7503E-11,7.40002E-11,3.01307E-10,1.22759E-10,,,,,
8.55,0.134366058,0.134371169,0.134364812,-0.045462184,-0.045468679,-0.045457049,,2.61161E-11,1.55255E-12,4.21824E-11,2.63751E-11,,,,,
8.6,0.128133336,0.128130915,0.128121596,-0.043904352,-0.043893874,-0.043883973,,5.85944E-12,1.37824E-10,1.09785E-10,4.15313E-10,,,,,
8.65,0.121177349,0.121166977,0.121157787,-0.041773497,-0.041750194,-0.041744328,,1.07575E-10,3.82655E-10,5.43032E-10,8.50832E-10,,,,,
8.7,0.113482745,0.113462768,0.113462691,-0.038991957,-0.038954226,-0.038967174,,3.99096E-10,4.02188E-10,1.42368E-09,6.14224E-10,,,,,
8.75,0.105091607,0.105069563,0.105077772,-0.035585725,-0.03555717,-0.035571762,,4.85924E-10,1.91401E-10,8.15394E-10,1.94944E-10,,,,,
8.8,0.096100791,0.096086488,0.096095207,-0.031679592,-0.031669003,-0.031676486,,2.04587E-10,3.11827E-11,1.1213E-10,9.64891E-12,,,,,
8.85,0.086644492,0.086643717,0.086643281,-0.027463673,-0.027476432,-0.027464135,,5.99803E-13,1.46474E-12,1.62778E-10,2.13125E-13,,,,,
8.9,0.076867644,0.076875758,0.076866799,-0.023142294,-0.023160422,-0.023145855,,6.58354E-11,7.14085E-13,3.28639E-10,1.26841E-11,,,,,
8.95,0.066898367,0.066902436,0.066898933,-0.018881194,-0.018888512,-0.018892964,,1.65612E-11,3.20391E-13,5.35546E-11,1.3854E-10,,,,,
9,0.056827613,0.056824236,0.056832848,-0.014768861,-0.014771175,-0.014790682,,1.14068E-11,2.74002E-11,5.35165E-12,4.76157E-10,,,,,
9.05,0.046701747,0.046694059,0.04671168,-0.010802992,-0.010804851,-0.010826885,,5.90927E-11,9.86744E-11,3.45302E-12,5.7084E-10,,,,,
9.1,0.036529704,0.036528524,0.036536606,-0.00690524,-0.006921324,-0.00691318,,1.39106E-12,4.76354E-11,2.58692E-10,6.30387E-11,,,,,
9.15,0.026301975,0.026306361,0.026297204,-0.002958919,-0.002967995,-0.002943009,,1.92307E-11,2.27692E-11,8.23658E-11,2.53137E-10,,,,,
9.2,0.016015149,0.016018342,0.015995596,0.00114235,0.001145859,0.001178599,,1.0198E-11,3.82339E-10,1.23076E-11,1.31397E-09,,,,,
9.25,0.005694256,0.005688159,0.005666008,0.005450108,0.005476599,0.005489133,,3.71675E-11,7.97944E-10,7.01777E-10,1.52292E-09,,,,,
9.3,-0.004594001,-0.004610985,-0.004620495,0.009934075,0.009969229,0.009961592,,2.88455E-10,7.0193E-10,1.23583E-09,7.57229E-10,,,,,
9.35,-0.014741129,-0.014761785,-0.014757095,0.014480545,0.014509677,0.014487807,,4.26645E-10,2.54886E-10,8.4868E-10,5.2728E-11,,,,,
9.4,-0.024609805,-0.024630225,-0.024609882,0.01891609,0.018935558,0.018900751,,4.16985E-10,5.93745E-15,3.78997E-10,2.35283E-10,,,,,
9.45,-0.034055936,-0.034066542,-0.034040925,0.023048903,0.023041958,0.023017785,,1.12492E-10,2.25327E-10,4.8233E-11,9.68366E-10,,,,,
9.5,-0.042953282,-0.042950375,-0.042929433,0.026715149,0.026689695,0.026680077,,8.44993E-12,5.68737E-10,6.47877E-10,1.23006E-09,,,,,
9.55,-0.051213467,-0.051192814,-0.051193447,0.029816569,0.029766948,0.029797335,,4.26547E-10,4.00801E-10,2.46216E-09,3.69931E-10,,,,,
9.6,-0.05879582,-0.058768757,-0.058789816,0.032338602,0.032302433,0.032340732,,7.3237E-10,3.60492E-11,1.30818E-09,4.54036E-12,,,,,
9.65,-0.065704581,-0.06568935,-0.065713049,0.034344318,0.034338317,0.03436019,,2.31978E-10,7.17088E-11,3.60119E-11,2.51925E-10,,,,,
9.7,-0.071974853,-0.07198091,-0.071988016,0.035946758,0.035974674,0.035958393,,3.66916E-11,1.73276E-10,7.79302E-10,1.35372E-10,,,,,
9.75,-0.077651916,-0.077672756,-0.077659763,0.037268634,0.03730299,0.03727098,,4.34327E-10,6.15864E-11,1.18033E-09,5.50591E-12,,,,,
9.8,-0.08277035,-0.082781768,-0.082774484,0.038401829,0.038406479,0.038408478,,1.30387E-10,1.70882E-11,2.16165E-11,4.42018E-11,,,,,
9.85,-0.087339209,-0.087334888,-0.087348154,0.039378811,0.039370224,0.039400883,,1.86712E-11,8.00167E-11,7.37288E-11,4.87181E-10,,,,,
9.9,-0.091337457,-0.091325443,-0.091355915,0.040164029,0.040156185,0.040197336,,1.44329E-10,3.40722E-10,6.15274E-11,1.10937E-09,,,,,
9.95,-0.094720637,-0.094723809,-0.094738725,0.040667156,0.040696461,0.040684011,,1.00633E-11,3.27165E-10,8.58757E-10,2.8408E-10,,,,,
10,-0.09743635,-0.097438798,-0.097418617,0.040773404,0.040776455,0.040723096,,5.99155E-12,3.14444E-10,9.30849E-12,2.53085E-09,,,,,
