Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter3_Right_X_Displacement_Delta(m),Iter3_Left_X_Displacement_Delta(m),Iter4_Right_X_Displacement_Delta(m),Iter4_Left_X_Displacement_Delta(m),Iter5_Right_X_Displacement_Delta(m),Iter5_Left_X_Displacement_Delta(m),Iter6_Right_X_Displacement_Delta(m),Iter6_Left_X_Displacement_Delta(m),Iter7_Right_X_Displacement_Delta(m),Iter7_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad),Iter3_Right_Rotation_Delta(rad),Iter3_Left_Rotation_Delta(rad),Iter4_Right_Rotation_Delta(rad),Iter4_Left_Rotation_Delta(rad),Iter5_Right_Rotation_Delta(rad),Iter5_Left_Rotation_Delta(rad),Iter6_Right_Rotation_Delta(rad),Iter6_Left_Rotation_Delta(rad),Iter7_Right_Rotation_Delta(rad),Iter7_Left_Rotation_Delta(rad)
7.275000000000000355e+00,5.578141714775976256e-02,-2.601006338876677912e-02,3.395133666188625277e-02,-1.465508229320819714e-02,2.710938932963088618e-02,-8.681488809362820913e-03,1.062338717030451851e-02,-8.364152620889693523e-03,2.419029600480765430e-03,-2.232890868940774765e-03,-8.091333891185777116e-03,1.208800366494587608e-03,1.002115599664260559e-03,-2.549203704831644324e-03,8.179148053652654515e-02,8.179148053652654515e-02,4.860641895509444643e-02,4.860641895509444643e-02,3.578317118128390706e-02,3.580873279928213637e-02,1.887653094363932194e-02,1.933405122895499872e-02,4.651920469421533255e-03,4.651920469421533255e-03,-9.300134257680364724e-03,-9.300134257680364724e-03,3.543219257841123682e-03,3.605538498859750529e-03
7.300000000000000711e+00,5.639662446186405331e-02,-2.625255728814437570e-02,3.437175274988589491e-02,-1.480641311324636805e-02,2.744558400749248436e-02,-8.786726101126907107e-03,1.069831868807871733e-02,-8.417041372269562505e-03,2.432145942720162490e-03,-2.245935245904578936e-03,-8.143467221867060901e-03,1.214561917530589119e-03,1.008218506130760528e-03,-2.568038105743020161e-03,8.264918175000843248e-02,8.264918175000843248e-02,4.917816586313226296e-02,4.917816586313226296e-02,3.622452356758096986e-02,3.625038586142344255e-02,1.900300636093477102e-02,1.946616870551570733e-02,4.678081188624741427e-03,4.678081188624741427e-03,-9.358029139397650020e-03,-9.358029139397650020e-03,3.568117957659378003e-03,3.630825146312702256e-03
7.325000000000000178e+00,5.701152665268650888e-02,-2.649528345953741648e-02,3.479095929809555843e-02,-1.495699318144642909e-02,2.778158604083822564e-02,-8.892180565175551721e-03,1.077271004967114004e-02,-8.469503005855798239e-03,2.445000871595479075e-03,-2.259252756803359352e-03,-8.195712290483068985e-03,1.220756980442945505e-03,1.014768567198925941e-03,-2.586966950620543659e-03,8.350681011222392536e-02,8.350681011222392536e-02,4.974795247954198751e-02,4.974795247954198751e-02,3.666590087645942714e-02,3.669206281524884511e-02,1.912851176131430408e-02,1.959731640976906941e-02,4.704253628398838427e-03,4.704253628398838427e-03,-9.416469270926014490e-03,-9.416469270926014490e-03,3.593555351127084019e-03,3.656654141077839149e-03
7.350000000000000533e+00,5.762474804095203684e-02,-2.673774490892237565e-02,3.520882598139535302e-02,-1.510683723602302547e-02,2.811634566940034163e-02,-8.997345738646786439e-03,1.084673103017443074e-02,-8.521675870636465089e-03,2.457541659783832322e-03,-2.272770055156136948e-03,-8.248128814619212767e-03,1.227358870972028448e-03,1.021664479109007928e-03,-2.606069640185969261e-03,8.436249294987441250e-02,8.436249294987441250e-02,5.031566321741837156e-02,5.031566321741837156e-02,3.710574687703888097e-02,3.713220736909197961e-02,1.925336171845071220e-02,1.972778909176994833e-02,4.730311714939969270e-03,4.730311714939969270e-03,-9.475487685591241216e-03,-9.475487685591241216e-03,3.619509714014645940e-03,3.683003980278570788e-03
7.375000000000000000e+00,5.823517424988867985e-02,-2.697949130816826996e-02,3.562534084336255180e-02,-1.525607158727702861e-02,2.844892744556585390e-02,-9.101761757796582308e-03,1.092054610148427904e-02,-8.573672509967246447e-03,2.469719763137465107e-03,-2.286385024886955497e-03,-8.300819861910502251e-03,1.234249513289042977e-03,1.028801244023359873e-03,-2.625416315953865709e-03,8.521466555805695675e-02,8.521466555805695675e-02,5.088141243063958041e-02,5.088141243063958041e-02,3.754266619153703854e-02,3.756942420530809401e-02,1.937783910033021029e-02,1.985785185296425059e-02,4.756104788024420604e-03,4.756104788024420604e-03,-9.535069375199545227e-03,-9.535069375199545227e-03,3.645946981213024629e-03,3.709840498237429451e-03
7.400000000000000355e+00,5.884196195679163716e-02,-2.722015601590024175e-02,3.604061283881146438e-02,-1.540492842903425780e-02,2.877856074074539722e-02,-9.205040373697570555e-03,1.099428981702258584e-02,-8.625566631834974407e-03,2.481473553642518648e-03,-2.299986443676252379e-03,-8.353857519334671744e-03,1.241232825211172064e-03,1.036071898132248648e-03,-2.645030158651806573e-03,8.606211797269187891e-02,8.606211797269187891e-02,5.144554126784571524e-02,5.144554126784571524e-02,3.797549982032877303e-02,3.800255450367863441e-02,1.950215710582560436e-02,1.998770314449220542e-02,4.781459997318771027e-03,4.781459997318771027e-03,-9.595090344545850747e-03,-9.595090344545850747e-03,3.672784683566507336e-03,3.737080394919628512e-03
7.425000000000000711e+00,5.944452209175341700e-02,-2.745947899875941789e-02,3.645486135682116102e-02,-1.555370721777885740e-02,2.910466910274616542e-02,-9.306877591779755265e-03,1.106807180131511720e-02,-8.677412148021000637e-03,2.492723131378778156e-03,-2.313467805816746270e-03,-8.407210415275104265e-03,1.248070996110267616e-03,1.043363465447415261e-03,-2.664869982371947943e-03,8.690400109051284183e-02,8.690400109051284183e-02,5.200856857460002536e-02,5.200856857460002536e-02,3.840336715917021942e-02,3.843071793281530035e-02,1.962648313364236119e-02,2.011749916942012772e-02,4.806190937195517487e-03,4.806190937195517487e-03,-9.655281411385371881e-03,-9.655281411385371881e-03,3.699870252723475028e-03,3.764569298211103976e-03
7.450000000000000178e+00,6.004249958380249164e-02,-2.769731095054316083e-02,3.686838039502844666e-02,-1.570271422327407934e-02,2.942688336525957349e-02,-9.407055349140283629e-03,1.114200636103246204e-02,-8.729282196584628450e-03,2.503377200419779069e-03,-2.326731610640342396e-03,-8.460716909750278653e-03,1.254525381951310248e-03,1.050552305376709766e-03,-2.684843271206049931e-03,8.773981053434565247e-02,8.773981053434565247e-02,5.257109461830253294e-02,5.257109461830253294e-02,3.882568081778581259e-02,3.885332741811699242e-02,1.975100739632150437e-02,2.024742268188993444e-02,4.830108811060135343e-03,4.830108811060135343e-03,-9.715242291701592370e-03,-9.715242291701592370e-03,3.726989131312641312e-03,3.792089968478615236e-03
7.475000000000000533e+00,6.063576416440902284e-02,-2.793360131945248070e-02,3.728147661061038953e-02,-1.585220038466751691e-02,2.974504087163654109e-02,-9.505434527575684633e-03,1.121625203093007395e-02,-8.781305666163613521e-03,2.513351177663183250e-03,-2.339690827433432707e-03,-8.514128246394254973e-03,1.260393097442580324e-03,1.057502790651036056e-03,-2.704842426039036352e-03,8.856936548386150354e-02,8.856936548386150354e-02,5.313367699527790644e-02,5.313367699527790644e-02,3.924213888935663974e-02,3.927008134599902639e-02,1.987601908135394613e-02,2.037775904517384606e-02,4.853042005096619427e-03,4.853042005096619427e-03,-9.774521343836828358e-03,-9.774521343836828358e-03,3.753899452463280162e-03,3.819397512447225695e-03
7.500000000000000000e+00,6.122441279049081753e-02,-2.816837853154534332e-02,3.769439562309476882e-02,-1.600231900749048142e-02,3.005917057519290336e-02,-9.601943533437143352e-03,1.129104303416744379e-02,-8.833679151341949920e-03,2.522589500337388269e-03,-2.352276431326211226e-03,-8.567204144053174042e-03,1.265538799577373141e-03,1.064072255878959622e-03,-2.724784176124456225e-03,8.939279132203616085e-02,8.939279132203616085e-02,5.369671463058525024e-02,5.369671463058525024e-02,3.965269865292794793e-02,3.968093720529723006e-02,2.000194991359563468e-02,2.050893945486992331e-02,4.874865931663599494e-03,4.874865931663599494e-03,-9.832742943630554122e-03,-9.832742943630554122e-03,3.780376186957035145e-03,3.846264383879818838e-03
7.525000000000000355e+00,6.180877128589052499e-02,-2.840173048139765094e-02,3.810725971495437792e-02,-1.615311502684653455e-02,3.036946497940849754e-02,-9.696568857135982877e-03,1.136669797902950876e-02,-8.886644370036472784e-03,2.531078607540412917e-03,-2.364452286955989746e-03,-8.619808081999545679e-03,1.269919150658008200e-03,1.070124190121333162e-03,-2.744632098557381328e-03,9.021050176728817593e-02,9.021050176728817593e-02,5.426037474180090553e-02,5.426037474180090553e-02,4.005753907875993225e-02,4.008607405420982345e-02,2.012936038993161370e-02,2.064152669334230750e-02,4.895530894496402663e-03,4.895530894496402663e-03,-9.889727232657546940e-03,-9.889727232657546940e-03,3.806246691351267142e-03,3.872516734120964865e-03
7.550000000000000711e+00,6.238937768928708161e-02,-2.863378901440070956e-02,3.852003667164359546e-02,-1.630454091009159862e-02,3.067624484991880729e-02,-9.789353331711131423e-03,1.144359695560674163e-02,-8.940439516126927333e-03,2.538841455468093811e-03,-2.376228394040030834e-03,-8.671948812150630237e-03,1.273591149074590478e-03,1.075548254087204140e-03,-2.764393671997864010e-03,9.102316670368779117e-02,9.102316670368779117e-02,5.482457758173518714e-02,5.482457758173518714e-02,4.045702379052398823e-02,4.048585547446995753e-02,2.025886825028008764e-02,2.077614312846483291e-02,4.915069849508138522e-03,4.915069849508138522e-03,-9.945539961225227654e-03,-9.945539961225227654e-03,3.831407723074733984e-03,3.898051761185489239e-03
7.575000000000000178e+00,6.296693541606615541e-02,-2.886471818642964704e-02,3.893254740212081372e-02,-1.645648209961297903e-02,3.097992560933676004e-02,-9.880402711963026663e-03,1.152212607984888677e-02,-8.995247203529413427e-03,2.545919222752164590e-03,-2.387659704223915602e-03,-8.723749794524920942e-03,1.276696339411520498e-03,1.080281053706980045e-03,-2.784098246229618767e-03,9.183165360249580245e-02,9.183165360249580245e-02,5.538902950173379969e-02,5.538902950173379969e-02,4.085167402587817215e-02,4.088080254930887697e-02,2.039104088115685498e-02,2.091336277405381194e-02,4.933578926976087131e-03,4.933578926976087131e-03,-1.000044613393645532e-02,-1.000044613393645532e-02,3.855824289365886171e-03,3.922836248080333044e-03
7.600000000000000533e+00,6.354223709672179865e-02,-2.909470442364940623e-02,3.934450721231915610e-02,-1.660877544862505995e-02,3.128098940388024385e-02,-9.969893846779764868e-03,1.160260149944966623e-02,-9.051162199537610142e-03,2.552356885615024440e-03,-2.398825330099080277e-03,-8.775372271646063316e-03,1.279423068865137569e-03,1.084319601054197987e-03,-2.803771827801060379e-03,9.263694152037120488e-02,9.263694152037120488e-02,5.595328266094422298e-02,5.595328266094422298e-02,4.124214886572562244e-02,4.127157412411479320e-02,2.052628695026179756e-02,2.105360267488185638e-02,4.951182215714111656e-03,4.951182215714111656e-03,-1.005479534051119395e-02,-1.005479534051119395e-02,3.879518146751553820e-03,3.946894293897051931e-03
7.625000000000000000e+00,6.411607260367080396e-02,-2.932394609788337159e-02,3.975558591573634393e-02,-1.676121498269594889e-02,3.157995783770006781e-02,-1.005807325231201921e-02,1.168519854738300084e-02,-9.108188432421129854e-03,2.558204829710281070e-03,-2.409797915850692140e-03,-8.826939325132100722e-03,1.281960558080150192e-03,1.087722223317585946e-03,-2.823423806619082543e-03,9.344001870155418943e-02,9.344001870155418943e-02,5.651680089843227894e-02,5.651680089843227894e-02,4.162921653868771610e-02,4.165893814554755270e-02,2.066478258560935921e-02,2.119704872280365332e-02,4.968002745560987088e-03,4.968002745560987088e-03,-1.010889988321225785e-02,-1.010889988321225785e-02,3.902555744379296310e-03,3.970294440488408849e-03
7.650000000000000355e+00,6.468914046247245531e-02,-2.955263964973048330e-02,4.016546497498379303e-02,-1.691355067714295224e-02,3.187735763725207949e-02,-1.014523813499304539e-02,1.176991414863461788e-02,-9.166256687793167268e-03,2.563532879753985250e-03,-2.420622776198727566e-03,-8.878497980685511048e-03,1.284462636862077067e-03,1.090597630864002104e-03,-2.843051000058646749e-03,9.424178011220293860e-02,9.424178011220293860e-02,5.707901565212673833e-02,5.707901565212673833e-02,4.201370110913896228e-02,4.204371837898068093e-02,2.080645172034568252e-02,2.134363532469676222e-02,4.984155655952698938e-03,4.984155655952698938e-03,-1.016296061754758118e-02,-1.016296061754758118e-02,3.925041579193253027e-03,3.993142530710661053e-03
7.675000000000000711e+00,6.526197741275532871e-02,-2.978096048949356589e-02,4.057386778859937981e-02,-1.706548975135421808e-02,3.217367834609476118e-02,-1.023170210002619096e-02,1.185657596943760772e-02,-9.225245345571383981e-03,2.568441603359131187e-03,-2.431321152088466997e-03,-8.930028869026052085e-03,1.287032816151084669e-03,1.093087730576522421e-03,-2.862652156083805854e-03,9.504293790224888072e-02,9.504293790224888072e-02,5.763935753995359096e-02,5.763935753995359096e-02,4.239640587981152731e-02,4.242671782771414296e-02,2.095099641562406939e-02,2.149307475100624421e-02,4.999762755447598184e-03,4.999762755447598184e-03,-1.021706168517715063e-02,-1.021706168517715063e-02,3.947115612424459408e-03,4.015579089619414344e-03
7.700000000000000178e+00,6.583491056952833764e-02,-3.000904075273291838e-02,4.098054718482025544e-02,-1.721670577343704933e-02,3.246933032264498475e-02,-1.031775740335384717e-02,1.194488848607967030e-02,-9.284992203171527070e-03,2.573058682380238715e-03,-2.441914619305152190e-03,-8.981488694808303919e-03,1.289730538959976691e-03,1.095350827288871232e-03,-2.882239680559395278e-03,9.584395132226125602e-02,9.584395132226125602e-02,5.819725295825732558e-02,5.819725295825732558e-02,4.277803363673184783e-02,4.280863897612209590e-02,2.109795523306750437e-02,2.164491449236299880e-02,5.014973301685390905e-03,5.014973301685390905e-03,-1.027121923376826673e-02,-1.027121923376826673e-02,3.968948156449936260e-03,4.037774537795524310e-03
7.725000000000000533e+00,6.640803023634489488e-02,-3.023695056896300026e-02,4.138523300520163817e-02,-1.736685423584666266e-02,3.276461390509659288e-02,-1.040364690339974640e-02,1.203448999038635864e-02,-9.345299219397085189e-03,2.577521256314177500e-03,-2.452451769866234588e-03,-9.032860659163317874e-03,1.292588873411215644e-03,1.097549670105012892e-03,-2.901839568780414935e-03,9.664498080530789514e-02,9.664498080530789514e-02,5.875208724104830083e-02,5.875208724104830083e-02,4.315912775769049914e-02,4.319002487874855356e-02,2.124676534087518998e-02,2.179859861431113210e-02,5.029973026180412088e-03,5.029973026180412088e-03,-1.032544953257452658e-02,-1.032544953257452658e-02,3.990727734082558098e-03,4.059917507070479048e-03
7.750000000000000000e+00,6.698118357044199889e-02,-3.046468998582310683e-02,4.178756413320064422e-02,-1.751559007904381071e-02,3.305970438070716944e-02,-1.048955113920874149e-02,1.212499628003565338e-02,-9.405941109480328577e-03,2.581955959756312979e-03,-2.463016113842766974e-03,-9.084191227430746252e-03,1.295631886465350990e-03,1.099844704961890074e-03,-2.921481415988108621e-03,9.744587355626511960e-02,9.744587355626511960e-02,5.930315421224445493e-02,5.930315421224445493e-02,4.354004425045318594e-02,4.357123117198846707e-02,2.139681496321060861e-02,2.195351984871635881e-02,5.044972073599079954e-03,5.044972073599079954e-03,-1.037982311389609724e-02,-1.037982311389609724e-02,4.012644225230330153e-03,4.082198349981955299e-03
7.775000000000000355e+00,6.755399319311136686e-02,-3.069219284051886987e-02,4.218704003623983262e-02,-1.766258421435798476e-02,3.335464854361795684e-02,-1.057558602780421519e-02,1.221602322063825019e-02,-9.466685291203438823e-03,2.586468208994253948e-03,-2.473707693237806038e-03,-9.135601504075205326e-03,1.298884648693252042e-03,1.102388175274207627e-03,-2.941187890738924948e-03,9.824618603363023672e-02,9.824618603363023672e-02,5.984962425059783125e-02,5.984962425059783125e-02,4.392094599924890874e-02,4.395242030378150588e-02,2.154748591722543266e-02,2.210906205633036276e-02,5.060175902232053047e-03,5.060175902232053047e-03,-1.043448615276845737e-02,-1.043448615276845737e-02,4.034872373869083373e-03,4.104792790009609282e-03
7.800000000000000711e+00,6.812590143771987683e-02,-3.091933604278171432e-02,4.258301916797171960e-02,-1.780753912115802529e-02,3.364936598875303830e-02,-1.066180258307393436e-02,1.230719642950103832e-02,-9.527318561952449749e-03,2.591142966877728326e-03,-2.484609940509502346e-03,-9.187271709874184067e-03,1.302374870492090109e-03,1.105313223333643374e-03,-2.960971208650409192e-03,9.904523748050159115e-02,9.904523748050159115e-02,6.039055828912975182e-02,6.039055828912975182e-02,4.430180376935256154e-02,4.433356254555684273e-02,2.169818997698225171e-02,2.226463660402719369e-02,5.075752907387223734e-03,5.075752907387223734e-03,-1.048964658036627418e-02,-1.048964658036627418e-02,4.057557352223475911e-03,4.127847392703498652e-03
7.825000000000000178e+00,6.869623084858919593e-02,-3.114594558367260457e-02,4.297477086264833018e-02,-1.795020423667198495e-02,3.394365346248991167e-02,-1.074818366129526304e-02,1.239815918617406809e-02,-9.587667510463790399e-03,2.596050540579326882e-03,-2.495763132577571985e-03,-9.239405435580959336e-03,1.306128315561441711e-03,1.108717560888219933e-03,-2.980836844947432063e-03,9.984217643226178662e-02,9.984217643226178662e-02,6.092497509932030125e-02,6.092497509932030125e-02,4.468239729518738712e-02,4.471443711571972124e-02,2.184839723672687972e-02,2.241971074443162293e-02,5.091813673156905806e-03,5.091813673156905806e-03,-1.054553375114240799e-02,-1.054553375114240799e-02,4.080802174626557699e-03,4.151466709277185085e-03
7.850000000000000533e+00,6.926424387060609034e-02,-3.137179726135737312e-02,4.336156602877991317e-02,-1.809038961348197194e-02,3.423719594802616950e-02,-1.083463878879416253e-02,1.248858174461638798e-02,-9.647603933870402271e-03,2.601250421058569351e-03,-2.507159626908575523e-03,-9.292186050558134958e-03,1.310160881983643555e-03,1.112649890481647030e-03,-3.000789872325743124e-03,1.006360411319634496e-01,1.006360411319634496e-01,6.145195564226186430e-02,6.145195564226186430e-02,4.506232118616838866e-02,4.509463814037196344e-02,2.199765090555699104e-02,2.257382248967623045e-02,5.108410047967151812e-03,5.108410047967151812e-03,-1.060234693254177851e-02,-1.060234693254177851e-02,4.104660509786375866e-03,4.175705743709373641e-03
7.875000000000000000e+00,6.982918711027080727e-02,-3.159661987250877990e-02,4.374277818926854827e-02,-1.822797411761213626e-02,3.452958687452913067e-02,-1.092100122695005560e-02,1.257816941147002487e-02,-9.707038831758954545e-03,2.606791519665314916e-03,-2.518760269021078080e-03,-9.345739560903620902e-03,1.314470829623215486e-03,1.117109581017072806e-03,-3.020840174384309407e-03,1.014258069827795872e-01,1.014258069827795872e-01,6.197075230688071229e-02,6.197075230688071229e-02,4.544100219654539918e-02,4.547359198060241248e-02,2.214556941688218539e-02,2.272658294485745828e-02,5.125551788686386057e-03,5.125551788686386057e-03,-1.066021039052683639e-02,-1.066021039052683639e-02,4.129141621865492495e-03,4.200574592855985112e-03
7.900000000000000355e+00,7.039031765992068146e-02,-3.182011132512199691e-02,4.411796317270892664e-02,-1.836290532397621966e-02,3.482035427362954738e-02,-1.100703133609985673e-02,1.266666935344459843e-02,-9.765915863196597546e-03,2.612711230134200091e-03,-2.530518642670731566e-03,-9.400115268702345650e-03,1.319035001221185999e-03,1.122061896814900706e-03,-3.041006371671997610e-03,1.022104289850427061e-01,1.022104289850427061e-01,6.248086849668514631e-02,6.248086849668514631e-02,4.581772874585588601e-02,4.585058679479352139e-02,2.229184664999760840e-02,2.287767690852124391e-02,5.143229872804924718e-03,5.143229872804924718e-03,-1.071915026992352471e-02,-1.071915026992352471e-02,4.154229550907592716e-03,4.226057471954480782e-03
7.925000000000000711e+00,7.094692226427647130e-02,-3.204196985493264205e-02,4.448689447182184453e-02,-1.849519202696162101e-02,3.510898729908534799e-02,-1.109242923763525956e-02,1.275388058864840995e-02,-9.824211049948239349e-03,2.619035587827875378e-03,-2.542398525885614102e-03,-9.455288852994465920e-03,1.323811618872405838e-03,1.127458998750878461e-03,-3.061319639402135251e-03,1.029888921192091134e-01,1.029888921192091134e-01,6.298208649878347942e-02,6.298208649878347942e-02,4.619169010462462199e-02,4.622481173897708545e-02,2.243626146360270385e-02,2.302687290626476840e-02,5.161434113713503358e-03,5.161434113713503358e-03,-1.077910047186687870e-02,-1.077910047186687870e-02,4.179907912951183468e-03,4.252137554121737661e-03
7.950000000000000178e+00,7.149834429306506367e-02,-3.226193062747978457e-02,4.484954905310235829e-02,-1.862489368877674745e-02,3.539496088765525100e-02,-1.117685827172752722e-02,1.283967026862797151e-02,-9.881936185647532955e-03,2.625780705394056835e-03,-2.554378312619232094e-03,-9.511184193410078536e-03,1.328749177093524469e-03,1.133251890875243417e-03,-3.081825854913400331e-03,1.037602749205448482e-01,1.037602749205448482e-01,6.347444274187910573e-02,6.347444274187910573e-02,4.656202451851097074e-02,4.659540507796994940e-02,2.257869708858779162e-02,2.317404319548778402e-02,5.180159018013302807e-03,5.180159018013302807e-03,-1.083993337050360994e-02,-1.083993337050360994e-02,4.206173934518137036e-03,4.278811210671903953e-03
7.975000000000000533e+00,7.204402523271757897e-02,-3.247979350742241644e-02,4.520605654363645670e-02,-1.875211164941126274e-02,3.567776076863262563e-02,-1.125997814061327484e-02,1.292399355895051255e-02,-9.939138990946602692e-03,2.632954020959740737e-03,-2.566445576024797837e-03,-9.567703166135893555e-03,1.333797526472779715e-03,1.139385517482056909e-03,-3.102581073391105781e-03,1.045238187401399954e-01,1.045238187401399954e-01,6.395816819304772638e-02,6.395816819304772638e-02,4.692787736575132485e-02,4.696151231147171340e-02,2.271916074193848500e-02,2.331918411774585448e-02,5.199399596984538574e-03,5.199399596984538574e-03,-1.090150069260867327e-02,-1.090150069260867327e-02,4.233028951133838147e-03,4.306078783566785750e-03
8.000000000000000000e+00,7.258355371304654746e-02,-3.269543411908805430e-02,4.555663566709772239e-02,-1.887698498977644079e-02,3.595691143393682510e-02,-1.134148298854867343e-02,1.300691032004383518e-02,-9.995896866351897114e-03,2.640553192952949102e-03,-2.578588642043577739e-03,-9.624750536642898147e-03,1.338916014293770052e-03,1.145783453541951435e-03,-3.123636350400554873e-03,1.052789878321345879e-01,1.052789878321345879e-01,6.443362065687414930e-02,6.443362065687414930e-02,4.728846720937988912e-02,4.732235219068237075e-02,2.285779357557147368e-02,2.346242688627807327e-02,5.219141834996526841e-03,5.219141834996526841e-03,-1.096366655093666820e-02,-1.096366655093666820e-02,4.260447865743893781e-03,4.333914265185534465e-03
8.025000000000000355e+00,7.311670712779649861e-02,-3.290880145632610332e-02,4.590154329129787075e-02,-1.899969117424588072e-02,3.623200660401938722e-02,-1.142113625313465053e-02,1.308859160241731406e-02,-1.005230791023807579e-02,2.648561317592237896e-03,-2.590790568232817503e-03,-9.682245782904670695e-03,1.344076437860622364e-03,1.152338744922473679e-03,-3.145014433912698970e-03,1.060255085841226019e-01,1.060255085841226019e-01,6.490123446554373066e-02,6.490123446554373066e-02,4.764315111412256026e-02,4.767728200873865008e-02,2.299486774570194680e-02,2.360403548534733414e-02,5.239351885825055399e-03,5.239351885825055399e-03,-1.102632222076528612e-02,-1.102632222076528612e-02,4.288346661170186480e-03,4.362232909796912028e-03
8.050000000000000711e+00,7.364347394362530386e-02,-3.311991247937479121e-02,4.624105360386389363e-02,-1.912044873044185800e-02,3.650273906331359675e-02,-1.149879327520055006e-02,1.316931072974952821e-02,-1.010848527270857833e-02,2.656940271056264236e-03,-2.603028130084533709e-03,-9.740121674683382968e-03,1.349263209185713741e-03,1.158924152298214383e-03,-3.166688440331133503e-03,1.067633864230000951e-01,1.067633864230000951e-01,6.536150233430576550e-02,6.536150233430576550e-02,4.799147709032042242e-02,4.802585003509554640e-02,2.313077156176286675e-02,2.374439248638372107e-02,5.259968401140804883e-03,5.259968401140804883e-03,-1.108938488386909671e-02,-1.108938488386909671e-02,4.316571318944334434e-03,4.390880143976122474e-03
8.075000000000001066e+00,7.416405387065530541e-02,-3.332885272966143453e-02,4.657546990113731189e-02,-1.923951729612702333e-02,3.676892609628997638e-02,-1.157440628662451121e-02,1.324941639910289654e-02,-1.016455679197318662e-02,2.665627647925043753e-03,-2.615275697350968875e-03,-9.798315035922794403e-03,1.354473885234380726e-03,1.165419719216381766e-03,-3.188575337398011356e-03,1.074929066003167538e-01,1.074929066003167538e-01,6.581498719726432134e-02,6.581498719726432134e-02,4.833321451778130329e-02,4.836782594560216919e-02,2.326598215947343895e-02,2.388397210895438355e-02,5.280903345276019567e-03,5.280903345276019567e-03,-1.115278892115717513e-02,-1.115278892115717513e-02,4.344918866726305007e-03,4.419652555676376049e-03
8.099999999999999645e+00,7.467883942424816124e-02,-3.353578404709359195e-02,4.690515562282002171e-02,-1.935719124950506520e-02,3.703052662871186146e-02,-1.164801333470270872e-02,1.332929024851283589e-02,-1.022066571711575944e-02,2.674542935210598438e-03,-2.627511252439027056e-03,-9.856756381671924472e-03,1.359718652807401229e-03,1.171740734925406230e-03,-3.210551473252665211e-03,1.082146234713417671e-01,1.082146234713417671e-01,6.626234687232508691e-02,6.626234687232508691e-02,4.866836021475431234e-02,4.870320690444732148e-02,2.340102393244320594e-02,2.402329873057472420e-02,5.302054187649632433e-03,5.302054187649632433e-03,-1.121647503447933958e-02,-1.121647503447933958e-02,4.373180873643092714e-03,4.448341316673889989e-03
8.125000000000000000e+00,7.518838334995885109e-02,-3.374095248536528036e-02,4.723056243999300408e-02,-1.947378692468998418e-02,3.728764586836615103e-02,-1.171971899366552883e-02,1.340929876259067122e-02,-1.027696561396261588e-02,2.683603349245028413e-03,-2.639720839571979560e-03,-9.915363977029502396e-03,1.365013453989413761e-03,1.177847778241668253e-03,-3.232485810253954428e-03,1.089293358353241314e-01,1.089293358353241314e-01,6.670434936468300213e-02,6.670434936468300213e-02,4.899712379689981356e-02,4.903220293117743767e-02,2.353641558968030262e-02,2.416289375832464392e-02,5.323324188817007974e-03,5.323324188817007974e-03,-1.128037743101890922e-02,-1.128037743101890922e-02,4.401186774043705507e-03,4.476775420446763021e-03
8.150000000000000355e+00,7.569335593972480181e-02,-3.394468688231989939e-02,4.755223567661066852e-02,-1.958962707909640832e-02,3.754052481014605314e-02,-1.178967680628492665e-02,1.348975432404275060e-02,-1.033360492933774188e-02,2.692742550255283751e-03,-2.651899626799653076e-03,-9.974046184133646131e-03,1.370364664263476473e-03,1.183733867298124992e-03,-3.254276884572693262e-03,1.096380428220447151e-01,1.096380428220447151e-01,6.714186275570706297e-02,6.714186275570706297e-02,4.931989963214807038e-02,4.935520885023789855e-02,2.367261599545292944e-02,2.430322111116650641e-02,5.344642177054936827e-03,5.344642177054936827e-03,-1.134441084839711567e-02,-1.134441084839711567e-02,4.428828079510435667e-03,4.504845807242890965e-03
8.175000000000000711e+00,7.619449710385720054e-02,-3.414738189344504460e-02,4.787078924298443505e-02,-1.970502645589590485e-02,3.778951686306471214e-02,-1.185808006192237696e-02,1.357089649305411039e-02,-1.039070284331020111e-02,2.701922146122484603e-03,-2.664050826350169987e-03,-1.003271348487878856e-02,1.375752395363180614e-03,1.189400353773382296e-03,-3.275878509774649006e-03,1.103418789973022451e-01,1.103418789973022451e-01,6.757581569888033990e-02,6.757581569888033990e-02,4.963723425335361122e-02,4.967277168285257755e-02,2.380998141880557445e-02,2.444464405297950421e-02,5.365972972472654590e-03,5.365972972472654590e-03,-1.140846588024196917e-02,-1.140846588024196917e-02,4.456060088556909604e-03,4.532507042455058421e-03
