Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter3_Right_X_Displacement_Delta(m),Iter3_Left_X_Displacement_Delta(m),Iter4_Right_X_Displacement_Delta(m),Iter4_Left_X_Displacement_Delta(m),Iter5_Right_X_Displacement_Delta(m),Iter5_Left_X_Displacement_Delta(m),Iter6_Right_X_Displacement_Delta(m),Iter6_Left_X_Displacement_Delta(m),Iter7_Right_X_Displacement_Delta(m),Iter7_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad),Iter3_Right_Rotation_Delta(rad),Iter3_Left_Rotation_Delta(rad),Iter4_Right_Rotation_Delta(rad),Iter4_Left_Rotation_Delta(rad),Iter5_Right_Rotation_Delta(rad),Iter5_Left_Rotation_Delta(rad),Iter6_Right_Rotation_Delta(rad),Iter6_Left_Rotation_Delta(rad),Iter7_Right_Rotation_Delta(rad),Iter7_Left_Rotation_Delta(rad)
2.400000000000000355e+00,-2.844085192090950454e-03,-6.357111206326537811e-04,-4.088030790352248367e-03,3.184317460112051634e-04,-2.954430120431172924e-03,5.250930314634194573e-04,8.973347387503105566e-04,-9.517793497964832650e-04,4.679760718999115277e-04,-2.082059601577201935e-04,-9.709201969696490409e-04,1.777090456837882027e-04,1.778781171998811139e-04,-2.085913349934020999e-04,-2.208374071458268917e-03,-2.208374071458268917e-03,-4.406462536363398019e-03,-4.406462536363398019e-03,-3.479355691900165581e-03,-3.481673005425844902e-03,1.855811084858272064e-03,1.811336241411692916e-03,6.761820320576317211e-04,6.761820320576317211e-04,-1.148629242653437244e-03,-1.148629242653437244e-03,3.852786421960907592e-04,3.929754883523761677e-04
2.425000000000000266e+00,-2.688127728978861875e-03,-7.086144287029583211e-04,-3.983603104354527247e-03,2.725912829260601633e-04,-2.871471611894216291e-03,4.964433627697995011e-04,9.161916546733817057e-04,-9.723974465202511741e-04,4.765422549612430281e-04,-2.125699852022211456e-04,-9.906113185678688815e-04,1.824380717454221479e-04,1.835051422778288810e-04,-2.149072989420242052e-04,-1.979513300275875798e-03,-1.979513300275875798e-03,-4.256194387280615166e-03,-4.256194387280615166e-03,-3.367771621699711115e-03,-3.370009910744514725e-03,1.894919835423281018e-03,1.851871647088026984e-03,6.891122401634919292e-04,6.891122401634919292e-04,-1.173049390313291029e-03,-1.173049390313291029e-03,3.971899425064817635e-04,4.050504255550535504e-04
2.450000000000000178e+00,-2.527928792119771284e-03,-7.826919122355946445e-04,-3.875921600827003655e-03,2.259724637620197374e-04,-2.786209049691401596e-03,4.674983438484880960e-04,9.357324720533077844e-04,-9.931886004827528147e-04,4.850315308008723569e-04,-2.171448969142675267e-04,-1.011097284014383924e-03,1.875226985195155294e-04,1.888982300233266187e-04,-2.211099178487663242e-04,-1.745236879884204395e-03,-1.745236879884204395e-03,-4.101894064588995636e-03,-4.101894064588995636e-03,-3.253588556935166354e-03,-3.255745701020301697e-03,1.934881759570822313e-03,1.893293475482366039e-03,7.021764277151676392e-04,7.021764277151676392e-04,-1.198619982533871697e-03,-1.198619982533871697e-03,4.087515775988703748e-04,4.167834065501307972e-04
2.475000000000000089e+00,-2.362516495871158639e-03,-8.582631267886053905e-04,-3.764290985137086487e-03,1.782759231886144047e-04,-2.698074887484414042e-03,4.380389154405861518e-04,9.562503388022558504e-04,-1.014240159531859531e-03,4.934176373949661354e-04,-2.219399170693137080e-04,-1.032463675393280322e-03,1.929556143772659382e-04,1.940589141182225141e-04,-2.272290059618098379e-04,-1.504253369082553249e-03,-1.504253369082553249e-03,-3.942566908325784159e-03,-3.942566908325784159e-03,-3.136020049442633795e-03,-3.138093405007785774e-03,1.976074554128237626e-03,1.935989476141042331e-03,7.153575544642798434e-04,7.153575544642798434e-04,-1.225419289770518505e-03,-1.225419289770518505e-03,4.199949443975947716e-04,4.282063527442092621e-04
2.500000000000000000e+00,-2.190773166498294344e-03,-9.356774842006476689e-04,-3.647978580159250139e-03,1.292054429352929024e-04,-2.606362803833750519e-03,4.077845309262140283e-04,9.780137375584030401e-04,-1.035658179276394142e-03,5.016795326966971835e-04,-2.269304611119127291e-04,-1.054750602928977710e-03,1.987141442756079623e-04,1.990203101784326911e-04,-2.333250817793675047e-04,-1.255095682297591164e-03,-1.255095682297591164e-03,-3.777184023094515286e-03,-3.777184023094515286e-03,-3.014079386940621275e-03,-3.016065769339965064e-03,2.018869175434451213e-03,1.980343209850243813e-03,7.286099938085544014e-04,7.286099938085544014e-04,-1.253464747204585672e-03,-1.253464747204585672e-03,4.310138289602138961e-04,4.394131670262257927e-04
2.525000000000000355e+00,-2.011569898118681365e-03,-1.015306713006119965e-03,-3.526191169191728036e-03,7.846773381915694845e-05,-2.510268800817672119e-03,3.763994530515263337e-04,1.001217312918079028e-03,-1.057543908232011498e-03,5.098168681751946707e-04,-2.320751718603714098e-04,-1.077954328123020833e-03,2.047721738492880306e-04,2.038618444077378022e-04,-2.394698458875743619e-04,-9.962631851125891558e-04,-9.962631851125891558e-04,-3.604658903010954374e-03,-3.604658903010954374e-03,-2.886626988491569623e-03,-2.888522641696950055e-03,2.063557231904655787e-03,2.026660838465282888e-03,7.418920400355799583e-04,7.418920400355799583e-04,-1.282726501972308863e-03,-1.282726501972308863e-03,4.419595330659165100e-04,4.505549511343576174e-04
2.550000000000000266e+00,-1.823872711556484560e-03,-1.097540134000610235e-03,-3.398045299511487372e-03,2.576463223076530529e-05,-2.408946756192464900e-03,3.435076851094481798e-04,1.025956577263564817e-03,-1.079974510506759300e-03,5.178513838549614334e-04,-2.373315173502255071e-04,-1.102026162694558220e-03,2.111027098689183257e-04,2.086990401015675900e-04,-2.457228430216701343e-04,-7.263325775558604480e-04,-7.263325775558604480e-04,-3.423809931742238799e-03,-3.423809931742238799e-03,-2.752440891945623358e-03,-2.754241438528898245e-03,2.110306602460920722e-03,2.075125847043196581e-03,7.551829012051869405e-04,7.551829012051869405e-04,-1.313128872563490424e-03,-1.313128872563490424e-03,4.530073056245309537e-04,4.618064468444871284e-04
2.575000000000000178e+00,-1.626797508643584855e-03,-1.182772029731452013e-03,-3.262575575747772572e-03,-2.921381789808275009e-05,-2.301570992702728358e-03,3.087210743952795156e-04,1.052232184912960111e-03,-1.102998604458158005e-03,5.258097061487387869e-04,-2.426579180820204185e-04,-1.126867758708849365e-03,2.176679366455019915e-04,2.136526075185440909e-04,-2.521170645575498970e-04,-4.440254789121189649e-04,-4.440254789121189649e-04,-3.233361757849662066e-03,-3.233361757849662066e-03,-2.610307430345709667e-03,-2.612007822184514438e-03,2.159161607039494779e-03,2.125798059492867154e-03,7.684676242308008387e-04,7.684676242308008387e-04,-1.344535695354392990e-03,-1.344535695354392990e-03,4.643111016694734250e-04,4.733206967715841706e-04
2.600000000000000089e+00,-1.419618984588644217e-03,-1.271374915965586827e-03,-3.118799529578053509e-03,-8.678868093395242234e-05,-2.187396413526498939e-03,2.716797960327921313e-04,1.079970063977253592e-03,-1.126646327673785919e-03,5.336990017035803113e-04,-2.480037047849353860e-04,-1.152328400581159595e-03,2.244031368560661654e-04,2.188134741316627441e-04,-2.586599885473911398e-04,-1.482440686230435123e-04,-1.482440686230435123e-04,-3.032010848644101086e-03,-3.032010848644101086e-03,-2.459121850837853174e-03,-2.460716354295344743e-03,2.210073719029370665e-03,2.178643067150376478e-03,7.817027064885018195e-04,7.817027064885018195e-04,-1.376731537437225761e-03,-1.376731537437225761e-03,4.759697603900769902e-04,4.851950965113205338e-04
2.625000000000000000e+00,-1.201760015407477011e-03,-1.363662447383506837e-03,-2.965821953733377425e-03,-1.472796049036273480e-04,-2.065809171364091368e-03,2.320958287889279825e-04,1.109038601920381284e-03,-1.150942523950856944e-03,5.414929367097975899e-04,-2.533012187074662469e-04,-1.178210175019400729e-03,2.312079273071726560e-04,2.242215868676900037e-04,-2.653464240248842865e-04,1.619024319760020703e-04,1.619024319760020703e-04,-2.818542348829777833e-03,-2.818542348829777833e-03,-2.297982452989122404e-03,-2.299464695548508741e-03,2.262932491878366648e-03,2.233561952150603380e-03,7.947941554172499590e-04,7.947941554172499590e-04,-1.409418102326559508e-03,-1.409418102326559508e-03,4.880187104042144064e-04,4.974630758274867226e-04
2.650000000000000355e+00,-9.727911505874875520e-04,-1.459854080638395279e-03,-2.802940649740598422e-03,-2.109800593750738029e-04,-1.936366119753812898e-03,1.897854831144352161e-04,1.139254403185518960e-03,-1.175909877386416280e-03,5.491378187448547887e-04,-2.584734294678453503e-04,-1.204281259884421029e-03,2.379556997936516094e-04,2.298668706510464954e-04,-2.721735048426404679e-04,4.870629300509077275e-04,4.870629300509077275e-04,-2.591960590365510742e-03,-2.591960590365510742e-03,-2.126262555121050113e-03,-2.127625640653829642e-03,2.317574865822624730e-03,2.290399672785381480e-03,8.076112482126862613e-04,8.076112482126862613e-04,-1.442236959678044883e-03,-1.442236959678044883e-03,5.004458588774851613e-04,5.101101400809548991e-04
2.675000000000000266e+00,-7.324563036464337706e-04,-1.560053638521269326e-03,-2.629718665125957422e-03,-2.781249693212251017e-04,-1.798825928458452905e-03,1.446818602493099570e-04,1.170382375663137076e-03,-1.201557908860326207e-03,5.565748788106672507e-04,-2.634559364110139468e-04,-1.230293048857356020e-03,2.445204130149258859e-04,2.357090936603856157e-04,-2.791498674400566538e-04,8.275973348748077996e-04,8.275973348748077996e-04,-2.351593695804732320e-03,-2.351593695804732320e-03,-1.943654051781124048e-03,-1.944890730825404868e-03,2.373774410495382847e-03,2.348933747503695324e-03,8.200308152216673196e-04,8.200308152216673196e-04,-1.474813461872281906e-03,-1.474813461872281906e-03,5.132204550176433511e-04,5.231030280043735825e-04
2.700000000000000178e+00,-4.807203772313750623e-04,-1.664245632024621835e-03,-2.446007624210627673e-03,-3.488594401415828772e-04,-1.653176031597453077e-03,9.682945413337640250e-05,1.202141952268614977e-03,-1.227864978451606581e-03,5.637663638934919952e-04,-2.682198648085720727e-04,-1.255999251681960693e-03,2.508079482118619197e-04,2.417064533068169485e-04,-2.862963673855856150e-04,1.183525254793232895e-03,1.183525254793232895e-03,-2.097148184069086430e-03,-2.097148184069086430e-03,-1.750188947338110479e-03,-1.751291816093292208e-03,2.431229481125757319e-03,2.408862134841954772e-03,8.319862287020640679e-04,8.319862287020640679e-04,-1.506807199893822613e-03,-1.506807199893822613e-03,5.263221824843011820e-04,5.364191422116693087e-04
2.725000000000000089e+00,-2.178182030995179375e-04,-1.772304073087205278e-03,-2.251931575958904252e-03,-4.232172380086440810e-04,-1.499655956995499251e-03,4.637145258799824088e-05,1.234225149731205118e-03,-1.254764193346830092e-03,5.707166815668018867e-04,-2.727842009445230476e-04,-1.281181216328447503e-03,2.567761986736055713e-04,2.478396456165321560e-04,-2.936388386334948253e-04,1.554485869987687341e-03,1.554485869987687341e-03,-1.828714337950260171e-03,-1.828714337950260171e-03,-1.546249975195215787e-03,-1.547211677339496716e-03,2.489567024165598164e-03,2.469806903611218574e-03,8.435008825113110564e-04,8.435008825113110564e-04,-1.537957415002039196e-03,-1.537957415002039196e-03,5.397578534108438131e-04,5.500635475187143353e-04
2.750000000000000000e+00,5.571990531591519691e-05,-1.884005838039645719e-03,-2.047860920161376219e-03,-5.011123265518113712e-04,-1.338769449959226199e-03,-6.461787660755335949e-06,1.266320154608008286e-03,-1.282139433194495748e-03,5.774884942793268028e-04,-2.772167572122896662e-04,-1.305683578843586101e-03,2.624354248281779434e-04,2.541177226622892693e-04,-3.011942668161293746e-04,1.939725743355574794e-03,1.939725743355574794e-03,-1.546748593609578726e-03,-1.546748593609578726e-03,-1.332571192139600513e-03,-1.333384611386267959e-03,2.548362042139248884e-03,2.531333690831374938e-03,8.547052514916025912e-04,8.547052514916025912e-04,-1.568119003671777922e-03,-1.568119003671777922e-03,5.535534367480526852e-04,5.640612405526101991e-04
2.775000000000000355e+00,3.390802798432512866e-04,-1.999044474025588047e-03,-1.834408171973278545e-03,-5.823396930106777836e-04,-1.171271116346989105e-03,-6.136426641355219314e-05,1.298128819403415735e-03,-1.309831222457882860e-03,5.842147734257674419e-04,-2.816281917562141190e-04,-1.329453878961717184e-03,2.678318574308863331e-04,2.605588564806859964e-04,-3.089542292159380699e-04,2.338124753868839334e-03,2.338124753868839334e-03,-1.252068478962600762e-03,-1.252068478962600762e-03,-1.110213096414847112e-03,-1.110871546406738686e-03,2.607160815309414459e-03,2.592975240468115006e-03,8.658429651819538053e-04,8.658429651819538053e-04,-1.597285736392575761e-03,-1.597285736392575761e-03,5.677183720276396395e-04,5.784216191017099717e-04
2.800000000000000266e+00,6.312121282763816232e-04,-2.117045240652773441e-03,-1.612454150358877403e-03,-6.665793204873732281e-04,-9.981169734183392706e-04,-1.179732888550583114e-04,1.329375501773644164e-03,-1.337649911775110056e-03,5.910991754174421686e-04,-2.861598323593006477e-04,-1.352567941903581872e-03,2.730246147241710553e-04,2.671550492164831425e-04,-3.168737138996707836e-04,2.748257368929155064e-03,2.748257368929155064e-03,-9.458748298714625413e-04,-9.458748298714625413e-04,-8.804942318021702352e-04,-8.809916576894422091e-04,2.665502680797987578e-03,2.654254052782453743e-03,8.772590077767566941e-04,8.772590077767566941e-04,-1.625592556627752927e-03,-1.625592556627752927e-03,5.821992533157488436e-04,5.930921814743944642e-04
2.825000000000000178e+00,9.308919647206814751e-04,-2.237583922969535455e-03,-1.383178887467362284e-03,-7.534015447960423772e-04,-8.203828643699451195e-04,-1.758992305301160242e-04,1.359819469003570314e-03,-1.365395444944281222e-03,5.983913449555400277e-04,-2.909623798097865643e-04,-1.375222551963484197e-03,2.780654107831653787e-04,2.738441072062114401e-04,-3.248740151769735629e-04,3.168475887690230808e-03,3.168475887690230808e-03,-6.297773426713060285e-04,-6.297773426713060285e-04,-6.448798399974059459e-04,-6.452110334529970181e-04,2.722951824814245914e-03,2.714715593674241201e-03,8.893537247653265920e-04,8.893537247653265920e-04,-1.653287962746649575e-03,-1.653287962746649575e-03,5.968548347280305810e-04,6.079333469482667285e-04
2.850000000000000089e+00,1.236791759676836300e-03,-2.360209956867753700e-03,-1.148054425104488852e-03,-8.422778860224938713e-04,-6.391690706395447563e-04,-2.347600771892832672e-04,1.389284674993385149e-03,-1.392883917222531576e-03,6.063332364174001121e-04,-2.961666022570086376e-04,-1.397690843726873133e-03,2.829863306681446034e-04,2.805103554768262342e-04,-3.328612873013669926e-04,3.597001716544590000e-03,3.597001716544590000e-03,-3.057765390819949802e-04,-3.057765390819949802e-04,-4.048519387655769020e-04,-4.050127435163419776e-04,2.779153177729726254e-03,2.773985845041793130e-03,9.024998386743809942e-04,9.024998386743809942e-04,-1.680677174395003859e-03,-1.680677174395003859e-03,6.114753805461503600e-04,6.227374250504236208e-04
2.875000000000000000e+00,1.547546676657352016e-03,-2.484470280903677830e-03,-9.087710671252802186e-04,-9.326021854326460581e-04,-4.555132593829502863e-04,-2.942098426629569108e-04,1.417702607173332296e-03,-1.419977290087914845e-03,6.150927806387596064e-04,-3.018562432248322880e-04,-1.420254394807002329e-03,2.877984023820640003e-04,2.870166948955588104e-04,-3.407516770972535136e-04,4.032016957561002091e-03,4.032016957561002091e-03,2.383111830733808389e-05,2.383111830733808389e-05,-1.617938626594789264e-04,-1.617813301184045649e-04,2.833904613197005262e-03,2.831844977851966094e-03,9.169490238635918944e-04,9.169490238635918944e-04,-1.708052797189094085e-03,-1.708052797189094085e-03,6.258398645642565539e-04,6.372853502950304172e-04
2.900000000000000355e+00,1.861824912089166117e-03,-2.609927759647898138e-03,-6.671022405247972742e-04,-1.023722091703802017e-03,-2.703274324973581333e-04,-3.539535005593757999e-04,1.445142993429154865e-03,-1.446606587591353632e-03,6.247145930355080257e-04,-3.080578180911508479e-04,-1.443137769350233413e-03,2.925024188673297498e-04,2.932491864374997537e-04,-3.484893120418858237e-04,4.471752671737064255e-03,4.471752671737064255e-03,3.566198511790047432e-04,3.566198511790047432e-04,8.308770309689572642e-05,8.327524582482648263e-05,2.887210660306227528e-03,2.888282063418803891e-03,9.327724111266449958e-04,9.327724111266449958e-04,-1.735640188217549285e-03,-1.735640188217549285e-03,6.397784699212205606e-04,6.514088159156328217e-04
2.925000000000000266e+00,2.178398687026239511e-03,-2.736171234516748818e-03,-4.247417322841007259e-04,-1.114976029615050157e-03,-8.436406389886186297e-05,-4.137487916417298406e-04,1.471805290958638768e-03,-1.472777943897093933e-03,6.351127259348887666e-04,-3.147545548443098085e-04,-1.466471008186531755e-03,2.971094600638102268e-04,2.991467892795585115e-04,-3.560493707382289541e-04,4.914569921542974451e-03,4.914569921542974451e-03,6.902342973309355534e-04,6.902342973309355534e-04,3.287983732662147496e-04,3.291613604151644168e-04,2.939280015839332294e-03,2.943493047102244131e-03,9.498672807791985750e-04,9.498672807791985750e-04,-1.763580468250369737e-03,-1.763580468250369737e-03,6.532052601514320989e-04,6.650228310823014244e-04
2.950000000000000178e+00,2.496207457748145231e-03,-2.862822213168587926e-03,-1.831554744665397916e-04,-1.205730590833897775e-03,1.017929758433122611e-04,-4.734011855498099219e-04,1.497964305676807717e-03,-1.498558560171149578e-03,6.461120776042605929e-04,-3.219157771891384412e-04,-1.490294259349989048e-03,3.016620954635340635e-04,3.046980081686245789e-04,-3.634289661497147605e-04,5.359029670916740096e-03,5.359029670916740096e-03,1.022575116367371861e-03,1.022575116367371861e-03,5.745600800220879156e-04,5.750978418045810114e-04,2.990457183590519707e-03,2.997812445684491789e-03,9.680278547934129119e-04,9.680278547934129119e-04,-1.791956354813523111e-03,-1.791956354813523111e-03,6.661055677114613438e-04,6.781132825332547576e-04
2.975000000000000089e+00,2.814401648872894013e-03,-2.989547767191118310e-03,5.652132394945441618e-05,-1.295417444096641502e-03,2.877223677746343355e-04,-5.327590649571237180e-04,1.523891264828408643e-03,-1.524050857867886855e-03,6.575228899419749418e-04,-3.295215438883850045e-04,-1.514600726915615869e-03,3.062444311012282872e-04,3.099072992273910199e-04,-3.706342577573240593e-04,5.803949416064005384e-03,5.803949416064005384e-03,1.351938768046109796e-03,1.351938768046109796e-03,8.198001859630044130e-04,8.205111567172324039e-04,3.041117760473915910e-03,3.051608500017316539e-03,9.870444338303391296e-04,9.870444338303391296e-04,-1.820845158016851095e-03,-1.820845158016851095e-03,6.784894446190820050e-04,6.906907403333301110e-04
3.000000000000000000e+00,3.132361231471314511e-03,-3.116083648066980683e-03,2.935314691362156392e-04,-1.383572520764403402e-03,4.731526884120262899e-04,-5.917121777527581394e-04,1.549789890614328147e-03,-1.549368889751101541e-03,6.692145756745926377e-04,-3.375665057928911583e-04,-1.539396349988009227e-03,3.109743142332976884e-04,3.147544545851477249e-04,-3.776709288264221143e-04,6.248444879538295194e-03,6.248444879538295194e-03,1.677103989900605163e-03,1.677103989900605163e-03,1.064137259543879166e-03,1.065019231358585450e-03,3.091580939690571905e-03,3.105195500243643214e-03,1.006781081467483796e-03,1.006781081467483796e-03,-1.850370664221279160e-03,-1.850370664221279160e-03,6.903415765866088849e-04,7.027407196744800411e-04
3.025000000000000355e+00,3.449693299044515049e-03,-3.242259798852939467e-03,5.274952087850615090e-04,-1.469878724848196205e-03,6.579463830993503848e-04,-6.501913455103022765e-04,1.575783871250430179e-03,-1.574627166057579464e-03,6.811508649256503567e-04,-3.460439389742567262e-04,-1.564746006635198139e-03,3.159807929578248298e-04,3.191751673789766652e-04,-3.845412875950193765e-04,6.691953097897440639e-03,6.691953097897440639e-03,1.997373933633250775e-03,1.997373933633250775e-03,1.307364734439805942e-03,1.308415132938361980e-03,3.142085810363709486e-03,3.158809878892027134e-03,1.027194803899914022e-03,1.027194803899914022e-03,-1.880726799593016030e-03,-1.880726799593016030e-03,7.015991002511656749e-04,7.142016566731163030e-04
3.050000000000000266e+00,3.766218005692600901e-03,-3.368013323693422323e-03,7.583789372943017248e-04,-1.554206751200701286e-03,8.420793825267280930e-04,-7.081658796397743982e-04,1.601965265218718848e-03,-1.599942420756506056e-03,6.933667712386570869e-04,-3.549253781487682335e-04,-1.590782844972910004e-03,3.213771609140783636e-04,3.230754947400049648e-04,-3.912478076402367555e-04,7.134231329386009346e-03,7.134231329386009346e-03,2.312585688494989133e-03,2.312585688494989133e-03,1.549427920751120236e-03,1.550644085883789991e-03,3.192841559713541222e-03,3.212660120631830041e-03,1.048292149387453076e-03,1.048292149387453076e-03,-1.912160005886995306e-03,-1.912160005886995306e-03,7.121697871519533374e-04,7.249829742491942230e-04
3.075000000000000178e+00,4.081948528115594832e-03,-3.493378028595409135e-03,9.864523808771064051e-04,-1.636641647086378715e-03,1.025614862826387808e-03,-7.656381588180757869e-04,1.628476074612361657e-03,-1.625440790470084051e-03,7.059020335623000797e-04,-3.641507944302374566e-04,-1.617677103388087678e-03,3.272403139501431357e-04,3.263699780309409215e-04,-3.978003109912572888e-04,7.575326556711003967e-03,7.575326556711003967e-03,2.623094027963471242e-03,2.623094027963471242e-03,1.790392328561471458e-03,1.791771786850263060e-03,3.244116293573448551e-03,3.267015178771842665e-03,1.070052827992523659e-03,1.070052827992523659e-03,-1.944917417338223875e-03,-1.944917417338223875e-03,7.219774854098082173e-04,7.350101765446065416e-04
3.100000000000000089e+00,4.397062812169685864e-03,-3.618451981037038023e-03,1.212250336452433408e-03,-1.717481542798368621e-03,1.208671671217950716e-03,-8.226389364713732055e-04,1.655572807450392259e-03,-1.651260213928439080e-03,7.187319984269385786e-04,-3.736322579484183115e-04,-1.645582010822127517e-03,3.336014363714071007e-04,3.290222874973158795e-04,-4.042233251724328125e-04,8.015514793206723887e-03,8.015514793206723887e-03,2.929731879250802029e-03,2.929731879250802029e-03,2.030407401732978179e-03,2.031948117727791492e-03,3.296304057959442702e-03,3.322271033494667014e-03,1.092364256375363829e-03,1.092364256375363829e-03,-1.979183447193541556e-03,-1.979183447193541556e-03,7.310101838316901413e-04,7.442724881004669779e-04
3.125000000000000000e+00,4.711862866183358367e-03,-3.743357538338681900e-03,1.436545518922610620e-03,-1.797202539252452935e-03,1.391391164570876526e-03,-8.792274359637683445e-04,1.683633414231042180e-03,-1.677540518610437514e-03,7.317363535139648212e-04,-3.832641278210952018e-04,-1.674584248442939627e-03,3.404457264951088469e-04,3.310730586624371918e-04,-4.105616543056828105e-04,8.455220404522040267e-03,8.455220404522040267e-03,3.233748058175056617e-03,3.233748058175056617e-03,2.269673470122635095e-03,2.271374065112796714e-03,3.349921862120922023e-03,3.378947291716505319e-03,1.115000481335060023e-03,1.115000481335060023e-03,-2.015029974938048474e-03,-2.015029974938048474e-03,7.393534212474517364e-04,7.528559294036341054e-04
3.150000000000000355e+00,5.026725288378317003e-03,-3.868214034600810092e-03,1.660323353404574709e-03,-1.876397256250911250e-03,1.573910171922321410e-03,-9.354950692392130507e-04,1.713100010708359933e-03,-1.704401290551875447e-03,7.447202874775182835e-04,-3.929324401236236608e-04,-1.704679589276003604e-03,3.477152639948660751e-04,3.326497758490698509e-04,-4.168831084356665329e-04,8.894939322979120155e-03,8.894939322979120155e-03,3.536720609655492897e-03,3.536720609655492897e-03,2.508418463058811887e-03,2.510278388211356626e-03,3.405530225637193320e-03,3.437607434400941075e-03,1.137652727601148883e-03,1.137652727601148883e-03,-2.052394853270883557e-03,-2.052394853270883557e-03,7.472028801426139344e-04,7.609557664969845980e-04
3.175000000000000266e+00,5.342055948308457869e-03,-3.993136097926910932e-03,1.884736271555470521e-03,-1.955705398239356713e-03,1.756349700804460401e-03,-9.915641971671960986e-04,1.744384805618379164e-03,-1.731917943552912370e-03,7.574698970046478408e-04,-4.025212848418613376e-04,-1.735775899662436728e-03,3.553110056966832242e-04,3.339580650323220601e-04,-4.232761201254375827e-04,9.335192046235368801e-03,9.335192046235368801e-03,3.840441669794830704e-03,3.840441669794830704e-03,2.746885412529175008e-03,2.748905061477145695e-03,3.463615193251716462e-03,3.498740667965065387e-03,1.159991181846495301e-03,1.159991181846495301e-03,-2.091086905359113013e-03,-2.091086905359113013e-03,7.548532827334614170e-04,7.688654405405698222e-04
3.200000000000000178e+00,5.658260236500609053e-03,-4.118252390840796556e-03,2.111016779207941507e-03,-2.035754001285104697e-03,1.938823872427011819e-03,-1.047571593495558867e-03,1.777780636542547477e-03,-1.760111908166689387e-03,7.698058942743613020e-04,-4.119185044863526990e-04,-1.767708744599846837e-03,3.630946921282414419e-04,3.352552555099391762e-04,-4.298395626423229254e-04,9.776512627341395201e-03,9.776512627341395201e-03,4.146770780493046205e-03,4.146770780493046205e-03,2.985324883739426394e-03,2.987505628029907268e-03,3.524489272137235063e-03,3.562662759697292347e-03,1.181724398760714001e-03,1.181724398760714001e-03,-2.130803436728077871e-03,-2.130803436728077871e-03,7.626617580474975844e-04,7.769400522374125817e-04
3.225000000000000089e+00,5.975727609639144844e-03,-4.243722920804510884e-03,2.340347336320061644e-03,-2.117112077656850555e-03,2.121461466912388794e-03,-1.103635126354442914e-03,1.813407699906344206e-03,-1.788964189910008384e-03,7.816085602078692851e-04,-4.210253557555554416e-04,-1.800252170763474990e-03,3.708958783439873785e-04,3.368107414548071610e-04,-4.366649846677360391e-04,1.021945053044365920e-02,1.021945053044365920e-02,4.457459413976926077e-03,4.457459413976926077e-03,3.223983225704461775e-03,3.226327357965838583e-03,3.588252145812098615e-03,3.629476595523491167e-03,1.202633915963424727e-03,1.202633915963424727e-03,-2.171148049107458899e-03,-2.171148049107458899e-03,7.709903910730758758e-04,7.855390303518894335e-04
3.250000000000000000e+00,6.294817281508893747e-03,-4.369732144533285817e-03,2.573707660299476285e-03,-2.200249644120164799e-03,2.304422632739749899e-03,-1.159817097746044384e-03,1.851204422078325806e-03,-1.818444781922581160e-03,7.928136058566043198e-04,-4.297740688818975363e-04,-1.833120435958665584e-03,3.785309454909027704e-04,3.388618458063236138e-04,-4.438155809484943537e-04,1.066454942604217609e-02,1.066454942604217609e-02,4.773957304419630676e-03,4.773957304419630676e-03,3.463082641728516820e-03,3.465593216989533432e-03,3.654811426034167143e-03,3.699092670897616286e-03,1.222587674738505326e-03,1.222587674738505326e-03,-2.211651381449575293e-03,-2.211651381449575293e-03,7.801409299074066328e-04,7.949609778412289329e-04
3.275000000000000355e+00,6.615831457686696671e-03,-4.496451996429340348e-03,2.811731675926756879e-03,-2.285488344334399985e-03,2.487895168700127169e-03,-1.216106675963987693e-03,1.890949642024575272e-03,-1.848535805944502217e-03,8.033990302966920183e-04,-4.381515932477750286e-04,-1.865972932535125972e-03,3.858366992323045142e-04,3.415751556916507559e-04,-4.513083364496191241e-04,1.111228345411603702e-02,1.111228345411603702e-02,5.097220020261153395e-03,5.097220020261153395e-03,3.702799929747244145e-03,3.705480505560306004e-03,3.723928201666934501e-03,3.771274361770729500e-03,1.241550623544473986e-03,1.241550623544473986e-03,-2.251809631767437425e-03,-2.251809631767437425e-03,7.902980401911161024e-04,8.053871844208651543e-04
3.300000000000000266e+00,6.938972984431870938e-03,-4.623990685953517643e-03,3.054604931507137744e-03,-2.372943693763918463e-03,2.672066698528846596e-03,-1.272436948925866756e-03,1.932298619169783849e-03,-1.879227189230520817e-03,8.133806206457178112e-04,-4.462187246319533618e-04,-1.898439244230942791e-03,3.927097958328490401e-04,3.450222521722973168e-04,-4.591058476680325712e-04,1.156296367038539552e-02,1.156296367038539552e-02,5.427548625271061411e-03,5.427548625271061411e-03,3.943255740665126130e-03,3.946110032908997645e-03,3.795248508030590884e-03,3.845669251188038595e-03,1.259599345277674642e-03,1.259599345277674642e-03,-2.291149040063791831e-03,-2.291149040063791831e-03,8.014965919783262338e-04,8.168493455280312343e-04
