Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad)
1.800000000000000044e+00,-4.634636704191064105e-03,5.184158130444593837e-04,-5.153052517235495733e-03,-5.153052517235495733e-03
1.825000000000000178e+00,-4.644788816644929152e-03,5.007087068361892879e-04,-5.145497523481118440e-03,-5.145497523481118440e-03
1.850000000000000089e+00,-4.652556542010577445e-03,4.821985855533172938e-04,-5.134755127563866983e-03,-5.134755127563866983e-03
1.875000000000000000e+00,-4.656980467602322982e-03,4.624010137367351447e-04,-5.119381481339085882e-03,-5.119381481339085882e-03
1.900000000000000133e+00,-4.656886278656235945e-03,4.407655710734759147e-04,-5.097651849729684104e-03,-5.097651849729684104e-03
1.925000000000000044e+00,-4.650968987692849499e-03,4.167291247902660256e-04,-5.067698112483171036e-03,-5.067698112483171036e-03
1.950000000000000178e+00,-4.637895456739093980e-03,3.897665106762926435e-04,-5.027661967415386624e-03,-5.027661967415386624e-03
1.975000000000000089e+00,-4.616413792258300397e-03,3.594322269352967503e-04,-4.975846019193624903e-03,-4.975846019193624903e-03
2.000000000000000000e+00,-4.585451704581744448e-03,3.253894471640927932e-04,-4.910841151745864996e-03,-4.910841151745864996e-03
2.024999999999999911e+00,-4.544186740661926294e-03,2.874251007563277671e-04,-4.831611841418254061e-03,-4.831611841418254061e-03
2.050000000000000266e+00,-4.492079982281071970e-03,2.454514305720856271e-04,-4.737531412853157597e-03,-4.737531412853157597e-03
2.075000000000000178e+00,-4.428878182059448054e-03,1.994963561534612850e-04,-4.628374538212909339e-03,-4.628374538212909339e-03
2.100000000000000089e+00,-4.354600003529607299e-03,1.496873001136656001e-04,-4.504287303643300655e-03,-4.504287303643300655e-03
2.125000000000000000e+00,-4.269520968031237373e-03,9.623379865542069922e-05,-4.365754766686658073e-03,-4.365754766686658073e-03
2.149999999999999911e+00,-4.174158081710066526e-03,3.941210270383410652e-05,-4.213570184413900632e-03,-4.213570184413900632e-03
2.175000000000000266e+00,-4.069241752716279414e-03,-2.044790655814088254e-05,-4.048793846158110776e-03,-4.048793846158110776e-03
2.200000000000000178e+00,-3.955664063162167565e-03,-8.297474380714042752e-05,-3.872689319355054893e-03,-3.872689319355054893e-03
2.225000000000000089e+00,-3.834407955933094581e-03,-1.477682711469863186e-04,-3.686639684786136018e-03,-3.686639684786136018e-03
2.250000000000000000e+00,-3.706475351614169078e-03,-2.144164484955135563e-04,-3.492058903118683277e-03,-3.492058903118683277e-03
2.274999999999999911e+00,-3.572829643862296400e-03,-2.825190555182377494e-04,-3.290310588344030895e-03,-3.290310588344030895e-03
2.300000000000000266e+00,-3.434352148749486577e-03,-3.517194526883593575e-04,-3.082632696061154975e-03,-3.082632696061154975e-03
2.325000000000000178e+00,-3.291798565149661737e-03,-4.217405923808426049e-04,-2.870057972768874643e-03,-2.870057972768874643e-03
2.350000000000000089e+00,-3.145742225841519080e-03,-4.924166148318198655e-04,-2.653325611009726970e-03,-2.653325611009726970e-03
2.375000000000000000e+00,-2.996504075885975116e-03,-5.637103485320593688e-04,-2.432793727353971258e-03,-2.432793727353971258e-03
2.400000000000000355e+00,-2.844085192090950454e-03,-6.357111206326537811e-04,-2.208374071458268917e-03,-2.208374071458268917e-03
2.425000000000000266e+00,-2.688127728978861875e-03,-7.086144287029583211e-04,-1.979513300275875798e-03,-1.979513300275875798e-03
2.450000000000000178e+00,-2.527928792119771284e-03,-7.826919122355946445e-04,-1.745236879884204395e-03,-1.745236879884204395e-03
2.475000000000000089e+00,-2.362516495871158639e-03,-8.582631267886053905e-04,-1.504253369082553249e-03,-1.504253369082553249e-03
2.500000000000000000e+00,-2.190773166498294344e-03,-9.356774842006476689e-04,-1.255095682297591164e-03,-1.255095682297591164e-03
2.525000000000000355e+00,-2.011569898118681365e-03,-1.015306713006119965e-03,-9.962631851125891558e-04,-9.962631851125891558e-04
2.550000000000000266e+00,-1.823872711556484560e-03,-1.097540134000610235e-03,-7.263325775558604480e-04,-7.263325775558604480e-04
2.575000000000000178e+00,-1.626797508643584855e-03,-1.182772029731452013e-03,-4.440254789121189649e-04,-4.440254789121189649e-04
2.600000000000000089e+00,-1.419618984588644217e-03,-1.271374915965586827e-03,-1.482440686230435123e-04,-1.482440686230435123e-04
2.625000000000000000e+00,-1.201760015407477011e-03,-1.363662447383506837e-03,1.619024319760020703e-04,1.619024319760020703e-04
2.650000000000000355e+00,-9.727911505874875520e-04,-1.459854080638395279e-03,4.870629300509077275e-04,4.870629300509077275e-04
2.675000000000000266e+00,-7.324563036464337706e-04,-1.560053638521269326e-03,8.275973348748077996e-04,8.275973348748077996e-04
2.700000000000000178e+00,-4.807203772313750623e-04,-1.664245632024621835e-03,1.183525254793232895e-03,1.183525254793232895e-03
2.725000000000000089e+00,-2.178182030995179375e-04,-1.772304073087205278e-03,1.554485869987687341e-03,1.554485869987687341e-03
2.750000000000000000e+00,5.571990531591519691e-05,-1.884005838039645719e-03,1.939725743355574794e-03,1.939725743355574794e-03
2.775000000000000355e+00,3.390802798432512866e-04,-1.999044474025588047e-03,2.338124753868839334e-03,2.338124753868839334e-03
2.800000000000000266e+00,6.312121282763816232e-04,-2.117045240652773441e-03,2.748257368929155064e-03,2.748257368929155064e-03
2.825000000000000178e+00,9.308919647206814751e-04,-2.237583922969535455e-03,3.168475887690230808e-03,3.168475887690230808e-03
2.850000000000000089e+00,1.236791759676836300e-03,-2.360209956867753700e-03,3.597001716544590000e-03,3.597001716544590000e-03
2.875000000000000000e+00,1.547546676657352016e-03,-2.484470280903677830e-03,4.032016957561002091e-03,4.032016957561002091e-03
2.900000000000000355e+00,1.861824912089166117e-03,-2.609927759647898138e-03,4.471752671737064255e-03,4.471752671737064255e-03
2.925000000000000266e+00,2.178398687026239511e-03,-2.736171234516748818e-03,4.914569921542974451e-03,4.914569921542974451e-03
2.950000000000000178e+00,2.496207457748145231e-03,-2.862822213168587926e-03,5.359029670916740096e-03,5.359029670916740096e-03
2.975000000000000089e+00,2.814401648872894013e-03,-2.989547767191118310e-03,5.803949416064005384e-03,5.803949416064005384e-03
3.000000000000000000e+00,3.132361231471314511e-03,-3.116083648066980683e-03,6.248444879538295194e-03,6.248444879538295194e-03
3.025000000000000355e+00,3.449693299044515049e-03,-3.242259798852939467e-03,6.691953097897440639e-03,6.691953097897440639e-03
3.050000000000000266e+00,3.766218005692600901e-03,-3.368013323693422323e-03,7.134231329386009346e-03,7.134231329386009346e-03
3.075000000000000178e+00,4.081948528115594832e-03,-3.493378028595409135e-03,7.575326556711003967e-03,7.575326556711003967e-03
3.100000000000000089e+00,4.397062812169685864e-03,-3.618451981037038023e-03,8.015514793206723887e-03,8.015514793206723887e-03
3.125000000000000000e+00,4.711862866183358367e-03,-3.743357538338681900e-03,8.455220404522040267e-03,8.455220404522040267e-03
3.150000000000000355e+00,5.026725288378317003e-03,-3.868214034600810092e-03,8.894939322979120155e-03,8.894939322979120155e-03
3.175000000000000266e+00,5.342055948308457869e-03,-3.993136097926910932e-03,9.335192046235368801e-03,9.335192046235368801e-03
3.200000000000000178e+00,5.658260236500609053e-03,-4.118252390840796556e-03,9.776512627341395201e-03,9.776512627341395201e-03
3.225000000000000089e+00,5.975727609639144844e-03,-4.243722920804510884e-03,1.021945053044365920e-02,1.021945053044365920e-02
3.250000000000000000e+00,6.294817281508893747e-03,-4.369732144533285817e-03,1.066454942604217609e-02,1.066454942604217609e-02
3.275000000000000355e+00,6.615831457686696671e-03,-4.496451996429340348e-03,1.111228345411603702e-02,1.111228345411603702e-02
3.300000000000000266e+00,6.938972984431870938e-03,-4.623990685953517643e-03,1.156296367038539552e-02,1.156296367038539552e-02
3.325000000000000178e+00,7.264297185491597197e-03,-4.752352930658881175e-03,1.201665011615048184e-02,1.201665011615048184e-02
3.350000000000000089e+00,7.591674270045416228e-03,-4.881429020459866069e-03,1.247310329050527883e-02,1.247310329050527883e-02
3.375000000000000000e+00,7.920775556095147052e-03,-5.011011910261695124e-03,1.293178746635684218e-02,1.293178746635684218e-02
3.400000000000000355e+00,8.251087862686551366e-03,-5.140827820988297034e-03,1.339191568367485360e-02,1.339191568367485360e-02
3.425000000000000266e+00,8.581953241591382120e-03,-5.270565469295513533e-03,1.385251871088689565e-02,1.385251871088689565e-02
3.450000000000000178e+00,8.912628246068979992e-03,-5.399899034350653937e-03,1.431252728041963393e-02,1.431252728041963393e-02
3.475000000000000089e+00,9.242354219140167318e-03,-5.528509237626154024e-03,1.477086345676632134e-02,1.477086345676632134e-02
3.500000000000000000e+00,9.570425896860964426e-03,-5.656107530897474048e-03,1.522653342775843674e-02,1.522653342775843674e-02
3.525000000000000355e+00,9.896244920520184604e-03,-5.782462735602187168e-03,1.567870765612237177e-02,1.567870765612237177e-02
3.550000000000000266e+00,1.021935122749264777e-02,-5.907425187268673661e-03,1.612677641476132143e-02,1.612677641476132143e-02
3.575000000000000178e+00,1.053943398216600907e-02,-6.030943265973472828e-03,1.657037724813947843e-02,1.657037724813947843e-02
3.600000000000000089e+00,1.085632790693411183e-02,-6.153067215443511900e-03,1.700939512237762546e-02,1.700939512237762546e-02
3.625000000000000000e+00,1.117000092190471687e-02,-6.273933283822235446e-03,1.744393420572695058e-02,1.744393420572695058e-02
3.650000000000000355e+00,1.148053949312874238e-02,-6.393723571731093486e-03,1.787426306485983413e-02,1.787426306485983413e-02
3.675000000000000266e+00,1.178813870188638070e-02,-6.512610272674201201e-03,1.830074897456058364e-02,1.830074897456058364e-02
3.700000000000000178e+00,1.209309992397153248e-02,-6.630710435768953637e-03,1.872381035974048785e-02,1.872381035974048785e-02
3.725000000000000089e+00,1.239582967636592564e-02,-6.748079831346814883e-03,1.914390950771273706e-02,1.914390950771273706e-02
3.750000000000000000e+00,1.269682606870820019e-02,-6.864751970390256530e-03,1.956157803909845325e-02,1.956157803909845325e-02
3.775000000000000355e+00,1.299664286103681399e-02,-6.980796202854640253e-03,1.997743906389145424e-02,1.997743906389145424e-02
3.800000000000000266e+00,1.329583501023192532e-02,-7.096354921093984969e-03,2.039218993132590335e-02,2.039218993132590335e-02
3.825000000000000178e+00,1.359490224000587180e-02,-7.211635498978130610e-03,2.080653773898399894e-02,2.080653773898399894e-02
3.850000000000000089e+00,1.389424631886857636e-02,-7.326862157261061770e-03,2.122110847612963813e-02,2.122110847612963813e-02
3.875000000000000000e+00,1.419414404795011492e-02,-7.442212934212301401e-03,2.163635698216241632e-02,2.163635698216241632e-02
3.900000000000000355e+00,1.449472522588601819e-02,-7.557768329020303488e-03,2.205249355490632515e-02,2.205249355490632515e-02
3.925000000000000266e+00,1.479594563987533112e-02,-7.673487922755843627e-03,2.246943356263118169e-02,2.246943356263118169e-02
3.950000000000000178e+00,1.509755834689655712e-02,-7.789218759857836905e-03,2.288677710675439056e-02,2.288677710675439056e-02
3.975000000000000089e+00,1.539909874319984884e-02,-7.904728318301565415e-03,2.330382706150141772e-02,2.330382706150141772e-02
4.000000000000000000e+00,1.569989718208786994e-02,-8.019746734324380288e-03,2.371964391641224329e-02,2.371964391641224329e-02
4.025000000000000355e+00,1.599911806907951956e-02,-8.134000488130350981e-03,2.413311855720986707e-02,2.413311855720986707e-02
4.049999999999999822e+00,1.629581123019400307e-02,-8.247226086184021587e-03,2.454303731637802466e-02,2.454303731637802466e-02
4.075000000000000178e+00,1.658896211981486513e-02,-8.359165534157025901e-03,2.494812765397189103e-02,2.494812765397189103e-02
4.100000000000000533e+00,1.687753822909573986e-02,-8.469557270115390946e-03,2.534709549921111693e-02,2.534709549921111693e-02
4.125000000000000000e+00,1.716053654313012128e-02,-8.578137860907684986e-03,2.573867440403780626e-02,2.573867440403780626e-02
4.150000000000000355e+00,1.743703397041043018e-02,-8.684659807726140268e-03,2.612169377813657045e-02,2.612169377813657045e-02
4.174999999999999822e+00,1.770623416586429577e-02,-8.788917400075965669e-03,2.649515156594026838e-02,2.649515156594026838e-02
4.200000000000000178e+00,1.796750039745706462e-02,-8.890766881695627566e-03,2.685826727915268525e-02,2.685826727915268525e-02
4.225000000000000533e+00,1.822037016858044783e-02,-8.990133335845119922e-03,2.721050350442556776e-02,2.721050350442556776e-02
4.250000000000000000e+00,1.846455747194465646e-02,-9.087007398957652748e-03,2.755156487090230921e-02,2.755156487090230921e-02
4.275000000000000355e+00,1.869995239455359351e-02,-9.181439349630837743e-03,2.788139174418443125e-02,2.788139174418443125e-02
4.299999999999999822e+00,1.892662197471706859e-02,-9.273533622193096126e-03,2.820015559691016818e-02,2.820015559691016818e-02
