Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
8.4,0.154213437,0.154061374,0.154054658,-0.048341106,-0.048310674,-0.04830616,,2.31231E-08,2.52106E-08,9.2612E-10,1.22123E-09,,,,,
8.45,0.14966918,0.149516706,0.149513792,-0.04752135,-0.047484317,-0.047486735,,2.32484E-08,2.41453E-08,1.37148E-09,1.19826E-09,,,,,
8.5,0.144596099,0.144443662,0.144445754,-0.046619614,-0.04657639,-0.046583957,,2.32371E-08,2.26036E-08,1.8683E-09,1.27139E-09,,,,,
8.55,0.138913443,0.138764042,0.13876882,-0.045483543,-0.045437,-0.045444009,,2.23206E-08,2.09156E-08,2.16629E-09,1.56296E-09,,,,,
8.6,0.132525116,0.132382689,0.132386423,-0.043928996,-0.043882014,-0.04388398,,2.02854E-08,1.92357E-08,2.20732E-09,2.02645E-09,,,,,
8.65,0.12535612,0.125223702,0.125225077,-0.041799573,-0.041753995,-0.041752488,,1.75346E-08,1.71723E-08,2.07733E-09,2.21699E-09,,,,,
8.7,0.117383303,0.117263255,0.117264466,-0.039016927,-0.038976188,-0.038976546,,1.44115E-08,1.41223E-08,1.65972E-09,1.63068E-09,,,,,
8.75,0.108651345,0.108547067,0.108550678,-0.035607099,-0.035578448,-0.035583134,,1.08739E-08,1.01338E-08,8.20893E-10,5.74319E-10,,,,,
8.8,0.099269625,0.099185899,0.099190912,-0.031695623,-0.031688104,-0.0316928,,7.01018E-09,6.19574E-09,5.65337E-11,7.97299E-12,,,,,
8.85,0.089391413,0.089331823,0.089333616,-0.027473809,-0.027492191,-0.027489851,,3.55099E-09,3.34042E-09,3.37882E-10,2.57349E-10,,,,,
8.9,0.079182145,0.079145486,0.079140049,-0.023147258,-0.023187532,-0.023175851,,1.34388E-09,1.77213E-09,1.62198E-09,8.17546E-10,,,,,
8.95,0.068786569,0.068765845,0.068753833,-0.018882684,-0.018933547,-0.018917832,,4.29473E-10,1.07164E-09,2.58699E-09,1.23536E-09,,,,,
9,0.058304507,0.058289512,0.058276345,-0.014768972,-0.014817454,-0.01480668,,2.24848E-10,7.93087E-10,2.35053E-09,1.42186E-09,,,,,
9.05,0.047782077,0.047763527,0.047755773,-0.010803542,-0.010840265,-0.01084059,,3.44101E-10,6.91884E-10,1.34854E-09,1.37251E-09,,,,,
9.1,0.037220335,0.037192535,0.037194311,-0.006907207,-0.006927722,-0.006939824,,7.72868E-10,6.77262E-10,4.20863E-10,1.0639E-09,,,,,
9.15,0.026598043,0.026559588,0.026570827,-0.002962149,-0.002966609,-0.002985956,,1.47877E-09,7.407E-10,1.98907E-11,5.66771E-10,,,,,
9.2,0.015901091,0.015854244,0.015870774,0.001139078,0.001147173,0.001128354,,2.19466E-09,9.19165E-10,6.55368E-11,1.15004E-10,,,,,
9.25,0.005149321,0.005098618,0.005113328,0.005448687,0.005464019,0.005454731,,2.57073E-09,1.29546E-09,2.35068E-10,3.65319E-11,,,,,
9.3,-0.005587541,-0.005637792,-0.005631848,0.00993648,0.009955434,0.009960937,,2.52516E-09,1.96314E-09,3.5925E-10,5.98153E-10,,,,,
9.35,-0.016189604,-0.016237798,-0.016243165,0.014488224,0.014511026,0.014528417,,2.32268E-09,2.86886E-09,5.19949E-10,1.61546E-09,,,,,
9.4,-0.026502146,-0.026549622,-0.026562327,0.018929516,0.018958745,0.018977482,,2.25394E-09,3.62166E-09,8.54357E-10,2.30076E-09,,,,,
9.45,-0.036361837,-0.036410154,-0.036422746,0.023067429,0.023103213,0.023113386,,2.33451E-09,3.70994E-09,1.28049E-09,2.11205E-09,,,,,
9.5,-0.045625998,-0.045673915,-0.045681642,0.026737184,0.026775149,0.026775611,,2.29605E-09,3.09627E-09,1.44133E-09,1.47661E-09,,,,,
9.55,-0.054196403,-0.05424014,-0.054244084,0.029840029,0.02987504,0.029872904,,1.91286E-09,2.27343E-09,1.22571E-09,1.08075E-09,,,,,
9.6,-0.062030928,-0.062067575,-0.062071353,0.032361482,0.032393435,0.032394631,,1.34297E-09,1.63418E-09,1.02099E-09,1.09889E-09,,,,,
9.65,-0.069140153,-0.069170255,-0.069173893,0.03436522,0.034399644,0.034401076,,9.06105E-10,1.13839E-09,1.18498E-09,1.28568E-09,,,,,
9.7,-0.075570537,-0.075596228,-0.075594485,0.035965222,0.036006607,0.035999144,,6.60023E-10,5.73531E-10,1.71269E-09,1.15071E-09,,,,,
9.75,-0.081379683,-0.081399977,-0.081387385,0.037285172,0.037329841,0.037308995,,4.11856E-10,5.93238E-11,1.99528E-09,5.67533E-10,,,,,
9.8,-0.086611399,-0.086619508,-0.086597182,0.038417674,0.038453395,0.038426554,,6.5758E-11,2.02113E-10,1.27603E-09,7.88679E-11,,,,,
9.85,-0.091277999,-0.091263881,-0.091241068,0.039395449,0.039408859,0.039391306,,1.9933E-10,1.36393E-09,1.79843E-10,1.71609E-11,,,,,
9.9,-0.095354879,-0.095310918,-0.095299922,0.040182686,0.040167308,0.040171764,,1.93252E-09,3.0202E-09,2.36477E-10,1.19284E-10,,,,,
9.95,-0.098788511,-0.098714154,-0.098722892,0.040688371,0.040648231,0.040676456,,5.52895E-09,4.3058E-09,1.61118E-09,1.41971E-10,,,,,
10,-0.101514969,-0.101399155,-0.101425911,0.040796829,0.040713864,0.040754679,,1.34127E-08,7.9313E-09,6.8831E-09,1.77659E-09,,,,,
