Time (s),Ref_Disp (m),Num_Disp (m),Exp_Disp (m),Ref_Rot (rad),Num_Rot (rad),Exp_Rot (rad),,Diff_Ref_Num_Disp (m),Diff_Ref_Exp_Disp (m),Diff_Ref_Num_Rot (rad),Diff_Ref_Exp_Rot (rad),,RMSE_Ref_Num_Disp (m),RMSE_Ref_Exp_Disp (m),RMSE_Ref_Num_Rot (rad),RMSE_Ref_Exp_Rot (rad)
8.75,0.112212688,0.112192987,0.112193542,-0.035618324,-0.035594677,-0.035600893,,3.88E-10,3.67E-10,5.59E-10,3.03838E-10,,,,,
8.8,0.102439661,0.102420803,0.102428364,-0.031704012,-0.031684319,-0.031697307,,3.56E-10,1.28E-10,3.88E-10,4.49626E-11,,,,,
8.85,0.092139091,0.092125402,0.092138392,-0.027479068,-0.027468944,-0.027484899,,1.87E-10,4.88E-13,1.02E-10,3.39978E-11,,,,,
8.9,0.081497014,0.081491404,0.081505686,-0.023149776,-0.023151967,-0.02316507,,3.15E-11,7.52E-11,4.80E-12,2.33889E-10,,,,,
8.95,0.070674877,0.070677666,0.07068808,-0.018883371,-0.018896524,-0.018901451,,7.78E-12,1.74E-10,1.73E-10,3.26885E-10,,,,,
9,0.059781404,0.059790021,0.059792484,-0.014768949,-0.014787908,-0.014782161,,7.43E-11,1.23E-10,3.59E-10,1.7455E-10,,,,,
9.05,0.048862445,0.048872181,0.048865391,-0.010803783,-0.010821272,-0.010806337,,9.48E-11,8.68E-12,3.06E-10,6.52007E-12,,,,,
9.1,0.037911114,0.037916666,0.037902743,-0.006908235,-0.006917298,-0.006898269,,3.08E-11,7.01E-11,8.22E-11,9.93233E-11,,,,,
9.15,0.026894355,0.026891672,0.026875442,-0.002963883,-0.002960327,-0.002944022,,7.20E-12,3.58E-10,1.26E-11,3.94476E-10,,,,,
9.2,0.015787284,0.015775071,0.015762174,0.001137291,0.001153324,0.00116115,,1.49E-10,6.30E-10,2.57E-10,5.69292E-10,,,,,
9.25,0.004604498,0.004584753,0.004579402,0.00544786,0.005471928,0.005468966,,3.90E-10,6.30E-10,5.79E-10,4.45473E-10,,,,,
9.3,-0.006581257,-0.006604011,-0.006600477,0.00993767,0.009962809,0.009950772,,5.18E-10,3.69E-10,6.32E-10,1.7168E-10,,,,,
9.35,-0.017638651,-0.017659092,-0.017648176,0.014492205,0.014511591,0.014494758,,4.18E-10,9.07E-11,3.76E-10,6.51879E-12,,,,,
9.4,-0.028395494,-0.028409308,-0.028394249,0.018936543,0.018945639,0.018928703,,1.91E-10,1.55E-12,8.27E-11,6.14658E-11,,,,,
9.45,-0.038669128,-0.038674071,-0.038658719,0.023077158,0.023074496,0.023061386,,2.44E-11,1.08E-10,7.09E-12,2.48777E-10,,,,,
9.5,-0.04830037,-0.048296436,-0.048284737,0.026748769,0.026735665,0.026729617,,1.55E-11,2.44E-10,1.72E-10,3.66806E-10,,,,,
9.55,-0.057181101,-0.057170223,-0.057165914,0.029852356,0.02983237,0.029836044,,1.18E-10,2.31E-10,3.99E-10,2.66074E-10,,,,,
9.6,-0.065267753,-0.065253446,-0.065259182,0.032373481,0.032351987,0.032366431,,2.05E-10,7.35E-11,4.62E-10,4.97075E-11,,,,,
9.65,-0.072577292,-0.072564186,-0.072580022,0.034376147,0.034359554,0.034382439,,1.72E-10,7.45E-12,2.75E-10,3.95883E-11,,,,,
9.7,-0.079167602,-0.07916048,-0.079182717,0.035974835,0.035968946,0.035993837,,5.07E-11,2.28E-10,3.47E-11,3.61084E-10,,,,,
9.75,-0.085108685,-0.085110987,-0.0851326,0.037293747,0.03730157,0.037319542,,5.30E-12,5.72E-10,6.12E-11,6.65364E-10,,,,,
9.8,-0.09045363,-0.090465962,-0.090478905,0.038425872,0.038445961,0.038449168,,1.52E-10,6.39E-10,4.04E-10,5.42699E-10,,,,,
9.85,-0.095218031,-0.095237483,-0.095235942,0.03940407,0.039430473,0.039415826,,3.78E-10,3.21E-10,6.97E-10,1.38206E-10,,,,,
9.9,-0.099373695,-0.09939449,-0.099377545,0.040192387,0.040216455,0.040187507,,4.32E-10,1.48E-11,5.79E-10,2.38171E-11,,,,,
9.95,-0.102857973,-0.102873156,-0.102845604,0.040699444,0.040712681,0.040678809,,2.31E-10,1.53E-10,1.75E-10,4.25783E-10,,,,,
10,-0.105595343,-0.105584085,-0.105555084,0.04080909,0.040782844,0.040756117,,1.27E-10,1.62E-09,6.89E-10,2.8062E-09,,,,,
