Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad)
9.175000000000000711e+00,9.357015085213030159e-02,-4.185206633082368816e-02,5.779302078654419139e-02,-2.375667443012265123e-02,1.354222171829539967e-01,1.354222171829539967e-01,8.154969521666685650e-02,8.154969521666685650e-02
9.200000000000001066e+00,9.397965506769925814e-02,-4.204682609011090033e-02,5.800462373423162510e-02,-2.385487071283428143e-02,1.360264811578101585e-01,1.360264811578101585e-01,8.185949444706588918e-02,8.185949444706588918e-02
9.224999999999999645e+00,9.439227232377464527e-02,-4.224343126902428691e-02,5.821734561674266062e-02,-2.395410096223614047e-02,1.366357035927989183e-01,1.366357035927989183e-01,8.217144657897879068e-02,8.217144657897879068e-02
9.250000000000000000e+00,9.480779813896081376e-02,-4.244175520438930871e-02,5.843127212160076356e-02,-2.405434266541628743e-02,1.372495533433501225e-01,1.372495533433501225e-01,8.248561478701704752e-02,8.248561478701704752e-02
9.275000000000000355e+00,9.522594578379622865e-02,-4.264159235467912534e-02,5.864655159160572784e-02,-2.415555502084840156e-02,1.378675381384753540e-01,1.378675381384753540e-01,8.280210661245415715e-02,8.280210661245415715e-02
9.300000000000000711e+00,9.564639811604544462e-02,-4.284269590462157912e-02,5.886337159762514148e-02,-2.425768947448111307e-02,1.384890940206670029e-01,1.384890940206670029e-01,8.312106107210626149e-02,8.312106107210626149e-02
9.325000000000001066e+00,9.606888986592623803e-02,-4.304483363064980778e-02,5.908193529051966597e-02,-2.436070232804306984e-02,1.391137234965760250e-01,1.391137234965760250e-01,8.344263761856271500e-02,8.344263761856271500e-02
9.349999999999999645e+00,9.649328587791383693e-02,-4.324783982582323938e-02,5.930244896421232870e-02,-2.446457440490456409e-02,1.397411257037370347e-01,1.397411257037370347e-01,8.376702336911687197e-02,8.376702336911687197e-02
9.375000000000000000e+00,9.691962515356547514e-02,-4.345164525035759978e-02,5.952512770064019576e-02,-2.456934059232055573e-02,1.403712704039230541e-01,1.403712704039230541e-01,8.409446829296077230e-02,8.409446829296077230e-02
9.400000000000000355e+00,9.734812047440233318e-02,-4.365628027626573815e-02,5.975021582741529835e-02,-2.467511981702718432e-02,1.410044007506680575e-01,1.410044007506680575e-01,8.442533564444251737e-02,8.442533564444251737e-02
9.425000000000000711e+00,9.777912178754522010e-02,-4.386185754028197603e-02,5.997800831149860401e-02,-2.478212431627468265e-02,1.416409793278272100e-01,1.416409793278272100e-01,8.476013262777329360e-02,8.476013262777329360e-02
9.450000000000001066e+00,9.821305949214195752e-02,-4.406854398266454864e-02,6.020885355905178371e-02,-2.489062958520679020e-02,1.422816034748065062e-01,1.422816034748065062e-01,8.509948314425860860e-02,8.509948314425860860e-02
9.474999999999999645e+00,9.865038557216843085e-02,-4.427653087756251715e-02,6.044312367417745135e-02,-2.500090598538390330e-02,1.429269164497309896e-01,1.429269164497309896e-01,8.544402965956135465e-02,8.544402965956135465e-02
9.500000000000000000e+00,9.909153035396756071e-02,-4.448600815934422581e-02,6.068115614203312136e-02,-2.511313749561983749e-02,1.435775385133117865e-01,1.435775385133117865e-01,8.579429363765297967e-02,8.579429363765297967e-02
9.525000000000000355e+00,9.953688678818078950e-02,-4.469714660450301025e-02,6.092319040143104325e-02,-2.522736454120643596e-02,1.442340333926838136e-01,1.442340333926838136e-01,8.615055494263748614e-02,8.615055494263748614e-02
9.550000000000000711e+00,9.998681969455269769e-02,-4.491008805045224039e-02,6.116932879273104251e-02,-2.534347700251860652e-02,1.448969077450049658e-01,1.448969077450049658e-01,8.651280579524964209e-02,8.651280579524964209e-02
9.575000000000001066e+00,1.004416811694316403e-01,-4.512494110619910681e-02,6.141953941007871620e-02,-2.546125701305779199e-02,1.455666222756307748e-01,1.455666222756307748e-01,8.688079642313648043e-02,8.688079642313648043e-02
9.600000000000001421e+00,1.009018078693228460e-01,-4.534177939016485748e-02,6.167369698773156328e-02,-2.558044648334984600e-02,1.462435872594876896e-01,1.462435872594876896e-01,8.725414347108140234e-02,8.725414347108140234e-02
9.625000000000000000e+00,1.013674880892865560e-01,-4.556064123471606497e-02,6.193163965107215119e-02,-2.570080698359332450e-02,1.469281293240026209e-01,1.469281293240026209e-01,8.763244663466551732e-02,8.763244663466551732e-02
9.650000000000000355e+00,1.018389097555209566e-01,-4.578153200073971363e-02,6.219321434011404470e-02,-2.582215209599156291e-02,1.476204417562606286e-01,1.476204417562606286e-01,8.801536643610563537e-02,8.801536643610563537e-02
9.675000000000000711e+00,1.023161177755232409e-01,-4.600443056425580768e-02,6.245829544450043347e-02,-2.594435293005245557e-02,1.483205483397790625e-01,1.483205483397790625e-01,8.840264837455291680e-02,8.840264837455291680e-02
9.700000000000001066e+00,1.027990075112326651e-01,-4.622930003826934697e-02,6.272678128478947901e-02,-2.606733097239279096e-02,1.490283075495019982e-01,1.490283075495019982e-01,8.879411225718228384e-02,8.879411225718228384e-02
9.725000000000001421e+00,1.032873615426938563e-01,-4.645610052008239399e-02,6.299858587238960084e-02,-2.619105236692547550e-02,1.497434620627762780e-01,1.497434620627762780e-01,8.918963823931508328e-02,8.918963823931508328e-02
9.750000000000000000e+00,1.037809123110615683e-01,-4.668479972096671593e-02,6.327364069206098396e-02,-2.631552905516934548e-02,1.504657120320282704e-01,1.504657120320282704e-01,8.958916974723035720e-02,8.958916974723035720e-02
9.775000000000000355e+00,1.042793995618969960e-01,-4.691537724316438562e-02,6.355190894989665162e-02,-2.644082386908372384e-02,1.511947768050613816e-01,1.511947768050613816e-01,8.999273281898034771e-02,8.999273281898034771e-02
9.800000000000000711e+00,1.047825986456750735e-01,-4.714782142207299409e-02,6.383340413479909881e-02,-2.656705340805579074e-02,1.519304200677480399e-01,1.519304200677480399e-01,9.040045754285491730e-02,9.040045754285491730e-02
9.825000000000001066e+00,1.052903192283607681e-01,-4.738212275682568420e-02,6.411820244159394111e-02,-2.669438375805456565e-02,1.526724419851864245e-01,1.526724419851864245e-01,9.081258619964852064e-02,9.081258619964852064e-02
9.850000000000001421e+00,1.058023951271392926e-01,-4.761827067625910848e-02,6.440644423569455435e-02,-2.682301770432225785e-02,1.534206658033983872e-01,1.534206658033983872e-01,9.122946194001679832e-02,9.122946194001679832e-02
9.875000000000000000e+00,1.063186875460327419e-01,-4.785625740580663756e-02,6.469832780248749304e-02,-2.695317642851070838e-02,1.541749449518393933e-01,1.541749449518393933e-01,9.165150423099821531e-02,9.165150423099821531e-02
9.900000000000000355e+00,1.068391067565192531e-01,-4.809608562879015559e-02,6.499410210071532301e-02,-2.708508174446140615e-02,1.549351923853093671e-01,1.549351923853093671e-01,9.207918384517671528e-02,9.207918384517671528e-02
9.925000000000000711e+00,1.073636377923234686e-01,-4.833777142793671544e-02,6.529406189905512248e-02,-2.721894461841674329e-02,1.557014092202601563e-01,1.557014092202601563e-01,9.251300651747185189e-02,9.251300651747185189e-02
9.950000000000001066e+00,1.078923501898740867e-01,-4.858133630853367357e-02,6.559854347401605779e-02,-2.735496205259303759e-02,1.564736864984077602e-01,1.564736864984077602e-01,9.295350552660908150e-02,9.295350552660908150e-02
9.975000000000001421e+00,1.084253838455638552e-01,-4.882679164996842069e-02,6.590791770921755610e-02,-2.749332006156517128e-02,1.572521754955322759e-01,1.572521754955322759e-01,9.340123777078268574e-02,9.340123777078268574e-02
1.000000000000000000e+01,1.089629213171817157e-01,-4.907412764274433903e-02,6.622257991955221579e-02,-2.763419852197404603e-02,1.580370489599260131e-01,1.580370489599260131e-01,9.385677844152623406e-02,9.385677844152623406e-02
