Time(s),Iter1_Right_X_Displacement_Delta(m),Iter1_Left_X_Displacement_Delta(m),Iter2_Right_X_Displacement_Delta(m),Iter2_Left_X_Displacement_Delta(m),Iter1_Right_Rotation_Delta(rad),Iter1_Left_Rotation_Delta(rad),Iter2_Right_Rotation_Delta(rad),Iter2_Left_Rotation_Delta(rad)
2.925000000000000266e+00,2.178398687026239511e-03,-2.736171234516748818e-03,-4.247417322841007259e-04,-1.114976029615050157e-03,4.914569921542974451e-03,4.914569921542974451e-03,6.902342973309355534e-04,6.902342973309355534e-04
2.950000000000000178e+00,2.496207457748145231e-03,-2.862822213168587926e-03,-1.831554744665397916e-04,-1.205730590833897775e-03,5.359029670916740096e-03,5.359029670916740096e-03,1.022575116367371861e-03,1.022575116367371861e-03
2.975000000000000089e+00,2.814401648872894013e-03,-2.989547767191118310e-03,5.652132394945441618e-05,-1.295417444096641502e-03,5.803949416064005384e-03,5.803949416064005384e-03,1.351938768046109796e-03,1.351938768046109796e-03
3.000000000000000000e+00,3.132361231471314511e-03,-3.116083648066980683e-03,2.935314691362156392e-04,-1.383572520764403402e-03,6.248444879538295194e-03,6.248444879538295194e-03,1.677103989900605163e-03,1.677103989900605163e-03
3.025000000000000355e+00,3.449693299044515049e-03,-3.242259798852939467e-03,5.274952087850615090e-04,-1.469878724848196205e-03,6.691953097897440639e-03,6.691953097897440639e-03,1.997373933633250775e-03,1.997373933633250775e-03
3.050000000000000266e+00,3.766218005692600901e-03,-3.368013323693422323e-03,7.583789372943017248e-04,-1.554206751200701286e-03,7.134231329386009346e-03,7.134231329386009346e-03,2.312585688494989133e-03,2.312585688494989133e-03
3.075000000000000178e+00,4.081948528115594832e-03,-3.493378028595409135e-03,9.864523808771064051e-04,-1.636641647086378715e-03,7.575326556711003967e-03,7.575326556711003967e-03,2.623094027963471242e-03,2.623094027963471242e-03
3.100000000000000089e+00,4.397062812169685864e-03,-3.618451981037038023e-03,1.212250336452433408e-03,-1.717481542798368621e-03,8.015514793206723887e-03,8.015514793206723887e-03,2.929731879250802029e-03,2.929731879250802029e-03
3.125000000000000000e+00,4.711862866183358367e-03,-3.743357538338681900e-03,1.436545518922610620e-03,-1.797202539252452935e-03,8.455220404522040267e-03,8.455220404522040267e-03,3.233748058175056617e-03,3.233748058175056617e-03
3.150000000000000355e+00,5.026725288378317003e-03,-3.868214034600810092e-03,1.660323353404574709e-03,-1.876397256250911250e-03,8.894939322979120155e-03,8.894939322979120155e-03,3.536720609655492897e-03,3.536720609655492897e-03
3.175000000000000266e+00,5.342055948308457869e-03,-3.993136097926910932e-03,1.884736271555470521e-03,-1.955705398239356713e-03,9.335192046235368801e-03,9.335192046235368801e-03,3.840441669794830704e-03,3.840441669794830704e-03
3.200000000000000178e+00,5.658260236500609053e-03,-4.118252390840796556e-03,2.111016779207941507e-03,-2.035754001285104697e-03,9.776512627341395201e-03,9.776512627341395201e-03,4.146770780493046205e-03,4.146770780493046205e-03
3.225000000000000089e+00,5.975727609639144844e-03,-4.243722920804510884e-03,2.340347336320061644e-03,-2.117112077656850555e-03,1.021945053044365920e-02,1.021945053044365920e-02,4.457459413976926077e-03,4.457459413976926077e-03
3.250000000000000000e+00,6.294817281508893747e-03,-4.369732144533285817e-03,2.573707660299476285e-03,-2.200249644120164799e-03,1.066454942604217609e-02,1.066454942604217609e-02,4.773957304419630676e-03,4.773957304419630676e-03
3.275000000000000355e+00,6.615831457686696671e-03,-4.496451996429340348e-03,2.811731675926756879e-03,-2.285488344334399985e-03,1.111228345411603702e-02,1.111228345411603702e-02,5.097220020261153395e-03,5.097220020261153395e-03
3.300000000000000266e+00,6.938972984431870938e-03,-4.623990685953517643e-03,3.054604931507137744e-03,-2.372943693763918463e-03,1.156296367038539552e-02,1.156296367038539552e-02,5.427548625271061411e-03,5.427548625271061411e-03
3.325000000000000178e+00,7.264297185491597197e-03,-4.752352930658881175e-03,3.302024892041330317e-03,-2.462476551140995590e-03,1.201665011615048184e-02,1.201665011615048184e-02,5.764501443182329377e-03,5.764501443182329377e-03
3.350000000000000089e+00,7.591674270045416228e-03,-4.881429020459866069e-03,3.553233318850525235e-03,-2.553679289455543407e-03,1.247310329050527883e-02,1.247310329050527883e-02,6.106912608306064305e-03,6.106912608306064305e-03
3.375000000000000000e+00,7.920775556095147052e-03,-5.011011910261695124e-03,3.807111725954728798e-03,-2.645914594245504445e-03,1.293178746635684218e-02,1.293178746635684218e-02,6.453026320200228039e-03,6.453026320200228039e-03
3.400000000000000355e+00,8.251087862686551366e-03,-5.140827820988297034e-03,4.062313376527966480e-03,-2.738405460032769436e-03,1.339191568367485360e-02,1.339191568367485360e-02,6.800718836560734615e-03,6.800718836560734615e-03
3.425000000000000266e+00,8.581953241591382120e-03,-5.270565469295513533e-03,4.317398472413924021e-03,-2.830352324994622748e-03,1.385251871088689565e-02,1.385251871088689565e-02,7.147750797408546769e-03,7.147750797408546769e-03
3.450000000000000178e+00,8.912628246068979992e-03,-5.399899034350653937e-03,4.570947918601176579e-03,-2.921039581306312388e-03,1.431252728041963393e-02,1.431252728041963393e-02,7.491987499907488968e-03,7.491987499907488968e-03
3.475000000000000089e+00,9.242354219140167318e-03,-5.528509237626154024e-03,4.821649568607455291e-03,-3.009899571257728529e-03,1.477086345676632134e-02,1.477086345676632134e-02,7.831549139865182085e-03,7.831549139865182085e-03
3.500000000000000000e+00,9.570425896860964426e-03,-5.656107530897474048e-03,5.068366144124276246e-03,-3.096526224745186490e-03,1.522653342775843674e-02,1.522653342775843674e-02,8.164892368869462735e-03,8.164892368869462735e-03
3.525000000000000355e+00,9.896244920520184604e-03,-5.782462735602187168e-03,5.310195732023988494e-03,-3.180657091999598840e-03,1.567870765612237177e-02,1.567870765612237177e-02,8.490852824023585599e-03,8.490852824023585599e-03
3.550000000000000266e+00,1.021935122749264777e-02,-5.907425187268673661e-03,5.546525387611724034e-03,-3.262153615065099821e-03,1.612677641476132143e-02,1.612677641476132143e-02,8.808679002676823855e-03,8.808679002676823855e-03
3.575000000000000178e+00,1.053943398216600907e-02,-6.030943265973472828e-03,5.777067298205194358e-03,-3.340998889743013178e-03,1.657037724813947843e-02,1.657037724813947843e-02,9.118066187948210138e-03,9.118066187948210138e-03
3.600000000000000089e+00,1.085632790693411183e-02,-6.153067215443511900e-03,6.001864827650776890e-03,-3.417309826751403767e-03,1.700939512237762546e-02,1.700939512237762546e-02,9.419174654402184127e-03,9.419174654402184127e-03
3.625000000000000000e+00,1.117000092190471687e-02,-6.273933283822235446e-03,6.221263155577161710e-03,-3.491344072343229021e-03,1.744393420572695058e-02,1.744393420572695058e-02,9.712607227920392466e-03,9.712607227920392466e-03
3.650000000000000355e+00,1.148053949312874238e-02,-6.393723571731093486e-03,6.435850652013273138e-03,-3.563482891607752667e-03,1.787426306485983413e-02,1.787426306485983413e-02,9.999333543621020601e-03,9.999333543621020601e-03
3.675000000000000266e+00,1.178813870188638070e-02,-6.512610272674201201e-03,6.646386226178043963e-03,-3.634187470895673677e-03,1.830074897456058364e-02,1.830074897456058364e-02,1.028057369707372111e-02,1.028057369707372111e-02
3.700000000000000178e+00,1.209309992397153248e-02,-6.630710435768953637e-03,6.853729916635020736e-03,-3.703944695535234255e-03,1.872381035974048785e-02,1.872381035974048785e-02,1.055767461217025846e-02,1.055767461217025846e-02
3.725000000000000089e+00,1.239582967636592564e-02,-6.748079831346814883e-03,7.058787848614543614e-03,-3.773224544782616957e-03,1.914390950771273706e-02,1.914390950771273706e-02,1.083201239339715537e-02,1.083201239339715537e-02
3.750000000000000000e+00,1.269682606870820019e-02,-6.864751970390256530e-03,7.262471743452153516e-03,-3.842459451878534049e-03,1.956157803909845325e-02,1.956157803909845325e-02,1.110493119533068757e-02,1.110493119533068757e-02
3.775000000000000355e+00,1.299664286103681399e-02,-6.980796202854640253e-03,7.465663389306102099e-03,-3.912036185648663789e-03,1.997743906389145424e-02,1.997743906389145424e-02,1.137769957495476936e-02,1.137769957495476936e-02
3.800000000000000266e+00,1.329583501023192532e-02,-7.096354921093984969e-03,7.669171420471784795e-03,-3.982280486304057288e-03,2.039218993132590335e-02,2.039218993132590335e-02,1.165145190677583167e-02,1.165145190677583167e-02
3.825000000000000178e+00,1.359490224000587180e-02,-7.211635498978130610e-03,7.873673208027301418e-03,-4.053422977189767573e-03,2.080653773898399894e-02,2.080653773898399894e-02,1.192709618521706899e-02,1.192709618521706899e-02
3.850000000000000089e+00,1.389424631886857636e-02,-7.326862157261061770e-03,8.079645237506795363e-03,-4.125554795643013306e-03,2.122110847612963813e-02,2.122110847612963813e-02,1.220520003314981908e-02,1.220520003314981908e-02
3.875000000000000000e+00,1.419414404795011492e-02,-7.442212934212301401e-03,8.287295521941122345e-03,-4.198596739063718830e-03,2.163635698216241632e-02,2.163635698216241632e-02,1.248589226100483944e-02,1.248589226100483944e-02
3.900000000000000355e+00,1.449472522588601819e-02,-7.557768329020303488e-03,8.496517262349789767e-03,-4.272304019172667999e-03,2.205249355490632515e-02,2.205249355490632515e-02,1.276882128152244736e-02,1.276882128152244736e-02
3.925000000000000266e+00,1.479594563987533112e-02,-7.673487922755843627e-03,8.706881242766750795e-03,-4.346310134403522096e-03,2.246943356263118169e-02,2.246943356263118169e-02,1.305319137717027289e-02,1.305319137717027289e-02
3.950000000000000178e+00,1.509755834689655712e-02,-7.789218759857836905e-03,8.917674079987593372e-03,-4.420191018858203591e-03,2.288677710675439056e-02,2.288677710675439056e-02,1.333786509884579696e-02,1.333786509884579696e-02
3.975000000000000089e+00,1.539909874319984884e-02,-7.904728318301565415e-03,9.127973975480152546e-03,-4.493520989848759362e-03,2.330382706150141772e-02,2.330382706150141772e-02,1.362149496532892058e-02,1.362149496532892058e-02
4.000000000000000000e+00,1.569989718208786994e-02,-8.019746734324380288e-03,9.336743201571025275e-03,-4.565901462451817105e-03,2.371964391641224329e-02,2.371964391641224329e-02,1.390264466402283718e-02,1.390264466402283718e-02
4.025000000000000355e+00,1.599911806907951956e-02,-8.134000488130350981e-03,9.542913964235393010e-03,-4.636963119418829882e-03,2.413311855720986707e-02,2.413311855720986707e-02,1.417987708365421422e-02,1.417987708365421422e-02
4.049999999999999822e+00,1.629581123019400307e-02,-8.247226086184021587e-03,9.745451045376510302e-03,-4.706356835436874275e-03,2.454303731637802466e-02,2.454303731637802466e-02,1.445180788081339152e-02,1.445180788081339152e-02
4.075000000000000178e+00,1.658896211981486513e-02,-8.359165534157025901e-03,9.943384324212961589e-03,-4.773749350879562259e-03,2.494812765397189103e-02,2.494812765397189103e-02,1.471713367509251691e-02,1.471713367509251691e-02
4.100000000000000533e+00,1.687753822909573986e-02,-8.469557270115390946e-03,1.013581282758412028e-02,-4.838829865642969852e-03,2.534709549921111693e-02,2.534709549921111693e-02,1.497464269322708839e-02,1.497464269322708839e-02
4.125000000000000000e+00,1.716053654313012128e-02,-8.578137860907684986e-03,1.032189164217974658e-02,-4.901323915045788238e-03,2.573867440403780626e-02,2.573867440403780626e-02,1.522321555722553829e-02,1.522321555722553829e-02
4.150000000000000355e+00,1.743703397041043018e-02,-8.684659807726140268e-03,1.050082401751775696e-02,-4.961008594057521315e-03,2.612169377813657045e-02,2.612169377813657045e-02,1.546183261157528001e-02,1.546183261157528001e-02
4.174999999999999822e+00,1.770623416586429577e-02,-8.788917400075965669e-03,1.067188376921630877e-02,-5.017726845045505923e-03,2.649515156594026838e-02,2.649515156594026838e-02,1.568961061426181816e-02,1.568961061426181816e-02
4.200000000000000178e+00,1.796750039745706462e-02,-8.890766881695627566e-03,1.083447790165073532e-02,-5.071401296694269534e-03,2.685826727915268525e-02,2.685826727915268525e-02,1.590587919834500485e-02,1.590587919834500485e-02
4.225000000000000533e+00,1.822037016858044783e-02,-8.990133335845119922e-03,1.098823128197289750e-02,-5.122046378306675807e-03,2.721050350442556776e-02,2.721050350442556776e-02,1.611027766027956290e-02,1.611027766027956290e-02
4.250000000000000000e+00,1.846455747194465646e-02,-9.087007398957652748e-03,1.113305323862690682e-02,-5.169773585020520645e-03,2.755156487090230921e-02,2.755156487090230921e-02,1.630282682364742400e-02,1.630282682364742400e-02
4.275000000000000355e+00,1.869995239455359351e-02,-9.181439349630837743e-03,1.126914805950990361e-02,-5.214783742853633386e-03,2.788139174418443125e-02,2.788139174418443125e-02,1.648393180236353006e-02,1.648393180236353006e-02
4.299999999999999822e+00,1.892662197471706859e-02,-9.273533622193096126e-03,1.139696018956614515e-02,-5.257344814374217967e-03,2.820015559691016818e-02,2.820015559691016818e-02,1.665430500394036659e-02,1.665430500394036659e-02
4.325000000000000178e+00,1.914480729947696733e-02,-9.363440178141134440e-03,1.151708279689032943e-02,-5.297762206531331231e-03,2.850824747761810524e-02,2.850824747761810524e-02,1.681484500342166066e-02,1.681484500342166066e-02
4.350000000000000533e+00,1.935490830230329057e-02,-9.451337848970169098e-03,1.163017729617787585e-02,-5.336353908548301106e-03,2.880624615127346314e-02,2.880624615127346314e-02,1.696653120472617002e-02,1.696653120472617002e-02
4.375000000000000000e+00,1.955745237970670652e-02,-9.537409934699307701e-03,1.173693642178493500e-02,-5.373439126100262864e-03,2.909486231440601423e-02,2.909486231440601423e-02,1.711037554788519960e-02,1.711037554788519960e-02
4.400000000000000355e+00,1.975305190024727320e-02,-9.621819581142929123e-03,1.183808758422820809e-02,-5.409338287119223876e-03,2.937487148139020579e-02,2.937487148139020579e-02,1.724742587134744237e-02,1.724742587134744237e-02
4.424999999999999822e+00,1.994236211416623369e-02,-9.704695931244792378e-03,1.193440561115711139e-02,-5.444373662803734387e-03,2.964705804541102607e-02,2.964705804541102607e-02,1.737877927396084751e-02,1.737877927396084751e-02
4.450000000000000178e+00,2.012605061605182016e-02,-9.786138730066562541e-03,1.202670313388219669e-02,-5.478860953592214200e-03,2.991218934611838270e-02,2.991218934611838270e-02,1.750556408747440743e-02,1.750556408747440743e-02
4.475000000000000533e+00,2.030478329529634279e-02,-9.866240834916141511e-03,1.211578761026560307e-02,-5.513091159211735287e-03,3.017102413021248430e-02,3.017102413021248430e-02,1.762887876947733662e-02,1.762887876947733662e-02
4.500000000000000000e+00,2.047922359238874696e-02,-9.945120050418188723e-03,1.220239723037138888e-02,-5.547310153604385896e-03,3.042434364280693221e-02,3.042434364280693221e-02,1.774970738397577130e-02,1.774970738397577130e-02
4.525000000000000355e+00,2.065003601973459946e-02,-1.002294812849949604e-02,1.228713925398721915e-02,-5.581704269445087602e-03,3.067298414823409550e-02,3.067298414823409550e-02,1.786884352343230675e-02,1.786884352343230675e-02
4.549999999999999822e+00,2.081788450569719076e-02,-1.009996638166616584e-02,1.237045148051342525e-02,-5.616394635370579314e-03,3.091785088736335660e-02,3.091785088736335660e-02,1.798684611588400109e-02,1.798684611588400109e-02
4.575000000000000178e+00,2.098342154844723417e-02,-1.017648240494751707e-02,1.245259562340251917e-02,-5.651436216060904544e-03,3.115990395339475125e-02,3.115990395339475125e-02,1.810403183946342198e-02,1.810403183946342198e-02
4.600000000000000533e+00,2.114727135876628278e-02,-1.025284887586665195e-02,1.253367680082625307e-02,-5.686814956353291803e-03,3.140012023463293472e-02,3.140012023463293472e-02,1.822049175717954314e-02,1.822049175717954314e-02
4.625000000000000000e+00,2.131001334445159143e-02,-1.032943107064196453e-02,1.261367277426628936e-02,-5.722440630431049891e-03,3.163944441509355249e-02,3.163944441509355249e-02,1.833611340469734619e-02,1.833611340469734619e-02
4.650000000000000355e+00,2.147216921439464021e-02,-1.040657206361795921e-02,1.269245525482691830e-02,-5.758140789423426067e-03,3.187874127801260116e-02,3.187874127801260116e-02,1.845059604425034611e-02,1.845059604425034611e-02
4.674999999999999822e+00,2.163419104418716488e-02,-1.048456289553081552e-02,1.276979456582529732e-02,-5.793665500275474618e-03,3.211875393971797693e-02,3.211875393971797693e-02,1.856346006610076760e-02,1.856346006610076760e-02
4.700000000000000178e+00,2.179644480731980638e-02,-1.056362113986853216e-02,1.284535469259652507e-02,-5.828709244581790211e-03,3.236006594718833507e-02,3.236006594718833507e-02,1.867406393717831875e-02,1.867406393717831875e-02
4.725000000000000533e+00,2.195918723111760923e-02,-1.064387738827872118e-02,1.291870080059334680e-02,-5.862948203202501471e-03,3.260306461939633388e-02,3.260306461939633388e-02,1.878164900379585001e-02,1.878164900379585001e-02
4.750000000000000000e+00,2.212254055496404304e-02,-1.072536718460553526e-02,1.298934407046545281e-02,-5.896084396780906095e-03,3.284790773956958870e-02,3.284790773956958870e-02,1.888542846724636931e-02,1.888542846724636931e-02
4.775000000000000355e+00,2.228647394510370472e-02,-1.080802778466671485e-02,1.305683075850559705e-02,-5.927886786133058222e-03,3.309450172977042998e-02,3.309450172977042998e-02,1.898471754463865180e-02,1.898471754463865180e-02
4.800000000000000711e+00,2.245079895999174679e-02,-1.089170336552265292e-02,1.312085157939199553e-02,-5.958222961190803163e-03,3.334250232551439624e-02,3.334250232551439624e-02,1.907907454058280217e-02,1.907907454058280217e-02
4.825000000000000178e+00,2.261518182006513888e-02,-1.097616352535000714e-02,1.318132673642485875e-02,-5.987079593855935966e-03,3.359134534541514255e-02,3.359134534541514255e-02,1.916840633028080165e-02,1.916840633028080165e-02
4.850000000000000533e+00,2.277917158291500876e-02,-1.106113518276156601e-02,1.323842878800116085e-02,-6.014571598352159293e-03,3.384030676567658519e-02,3.384030676567658519e-02,1.925300038635333749e-02,1.925300038635333749e-02
4.875000000000000000e+00,2.294224240517210578e-02,-1.114634111766718214e-02,1.329253656658838101e-02,-6.040938640527813985e-03,3.408858352283928445e-02,3.408858352283928445e-02,1.933347520711617418e-02,1.933347520711617418e-02
4.900000000000000355e+00,2.310384758817822515e-02,-1.123153527483344155e-02,1.334414896816189799e-02,-6.066526355580727226e-03,3.433538286301165976e-02,3.433538286301165976e-02,1.941067532374263216e-02,1.941067532374263216e-02
4.925000000000000711e+00,2.326347970012812572e-02,-1.131652708200343860e-02,1.339380655085987970e-02,-6.091751159824243533e-03,3.458000678213157819e-02,3.458000678213157819e-02,1.948555771068412323e-02,1.948555771068412323e-02
4.950000000000000178e+00,2.342072576118429950e-02,-1.140119115645396586e-02,1.344205987445519501e-02,-6.117051690471962677e-03,3.482191691763825148e-02,3.482191691763825148e-02,1.955911156492715075e-02,1.955911156492715075e-02
4.975000000000000533e+00,2.357530521160645931e-02,-1.148546158952124668e-02,1.348949011944661214e-02,-6.142834889713295887e-03,3.506076680112769905e-02,3.506076680112769905e-02,1.963232500915992884e-02,1.963232500915992884e-02
5.000000000000000000e+00,2.372708439139520342e-02,-1.156931198038272518e-02,1.353674924516873324e-02,-6.169429535819163923e-03,3.529639637177790779e-02,3.529639637177790779e-02,1.970617878098789022e-02,1.970617878098789022e-02
5.025000000000000355e+00,2.387607027661438341e-02,-1.165272628583324810e-02,1.358456918003675407e-02,-6.197063058776951239e-03,3.552879656244761764e-02,3.552879656244761764e-02,1.978163223881371224e-02,1.978163223881371224e-02
5.050000000000000711e+00,2.402239281325274645e-02,-1.173567163385765000e-02,1.363370609020564395e-02,-6.225873886030089399e-03,3.575806444711041032e-02,3.575806444711041032e-02,1.985957997623570559e-02,1.985957997623570559e-02
5.075000000000000178e+00,2.416628844246587748e-02,-1.181808816427880326e-02,1.368482741535770320e-02,-6.255956436427859146e-03,3.598437660674469463e-02,3.598437660674469463e-02,1.994078385178554846e-02,1.994078385178554846e-02
5.100000000000000533e+00,2.430809631317670805e-02,-1.189990690407515678e-02,1.373838945281979917e-02,-6.287413687433671128e-03,3.620800321725185789e-02,3.620800321725185789e-02,2.002580314025347030e-02,2.002580314025347030e-02
5.125000000000000000e+00,2.444826961889673411e-02,-1.198109354696874629e-02,1.379456509933449371e-02,-6.320379389502223111e-03,3.642936316586550816e-02,3.642936316586550816e-02,2.011494448883673070e-02,2.011494448883673070e-02
5.150000000000000355e+00,2.458738959546868941e-02,-1.206170082985496411e-02,1.385325447539967336e-02,-6.354983727951707406e-03,3.664909042532364658e-02,3.664909042532364658e-02,2.020823820335139465e-02,2.020823820335139465e-02
5.175000000000000711e+00,2.472616105113684126e-02,-1.214190563761467084e-02,1.391416073637619100e-02,-6.391270021790934619e-03,3.686806668875151904e-02,3.686806668875151904e-02,2.030543075816709786e-02,2.030543075816709786e-02
5.200000000000000178e+00,2.486537614113609740e-02,-1.222201373675842195e-02,1.397687585648429986e-02,-6.429104626773547715e-03,3.708738987789450547e-02,3.708738987789450547e-02,2.040598048325784064e-02,2.040598048325784064e-02
5.225000000000000533e+00,2.500585273771310790e-02,-1.230243006925818561e-02,1.404092802763987069e-02,-6.468133332115856560e-03,3.730828280697126575e-02,3.730828280697126575e-02,2.050906135975574807e-02,2.050906135975574807e-02
5.250000000000000000e+00,2.514836934778430511e-02,-1.238360662663434697e-02,1.410578803108442081e-02,-6.507815905259700662e-03,3.753197597441867983e-02,3.753197597441867983e-02,2.061360393634413535e-02,2.061360393634413535e-02
5.275000000000000355e+00,2.529361884575032082e-02,-1.246598683914455774e-02,1.417087454435855820e-02,-6.547529084640985042e-03,3.775960568489487856e-02,3.775960568489487856e-02,2.071840362899957100e-02,2.071840362899957100e-02
5.300000000000000711e+00,2.544219046641615911e-02,-1.254996361522084380e-02,1.423560026561851433e-02,-6.586694815826549254e-03,3.799215408163703067e-02,3.799215408163703067e-02,2.082229508144509134e-02,2.082229508144509134e-02
5.325000000000000178e+00,2.559457391648384261e-02,-1.263585924242545400e-02,1.429946517846972243e-02,-6.624886533057428029e-03,3.823043315890931049e-02,3.823043315890931049e-02,2.092435171152717821e-02,2.092435171152717821e-02
5.350000000000000533e+00,2.575116998369306187e-02,-1.272392361802827943e-02,1.436216583705010597e-02,-6.661889470443341232e-03,3.847509360172132742e-02,3.847509360172132742e-02,2.102405530749340556e-02,2.102405530749340556e-02
5.375000000000000000e+00,2.591229205864675755e-02,-1.281433931641073887e-02,1.442368009839778420e-02,-6.697718625304729945e-03,3.872663137505749642e-02,3.872663137505749642e-02,2.112139872370252802e-02,2.112139872370252802e-02
5.400000000000000355e+00,2.607815165111140865e-02,-1.290722295569542155e-02,1.448430475266138107e-02,-6.732609871976505400e-03,3.898537460680681632e-02,3.898537460680681632e-02,2.121691462463784483e-02,2.121691462463784483e-02
5.425000000000000711e+00,2.624883404200645254e-02,-1.300262131310102320e-02,1.454464657546772344e-02,-6.766994778049775783e-03,3.925145535510746186e-02,3.925145535510746186e-02,2.131164135351748534e-02,2.131164135351748534e-02
5.450000000000000178e+00,2.642428088956380594e-02,-1.310051061681240248e-02,1.460557730184472436e-02,-6.801460919579907505e-03,3.952479150637619454e-02,3.952479150637619454e-02,2.140703822142464574e-02,2.140703822142464574e-02
5.475000000000000533e+00,2.660429859786606066e-02,-1.320080979187739090e-02,1.466816118337449515e-02,-6.836697771957014891e-03,3.980510838974346544e-02,3.980510838974346544e-02,2.150485895533152392e-02,2.150485895533152392e-02
5.500000000000000000e+00,2.678860205685268392e-02,-1.330340944721858376e-02,1.473356257186150819e-02,-6.873433298858117046e-03,4.009201150407126768e-02,4.009201150407126768e-02,2.160699587071962524e-02,2.160699587071962524e-02
5.525000000000000355e+00,2.697688602424033744e-02,-1.340820393717469250e-02,1.480294677635085598e-02,-6.912371124244212628e-03,4.038508996141501606e-02,4.038508996141501606e-02,2.171531790059508249e-02,2.171531790059508249e-02
5.550000000000000711e+00,2.716890007102507054e-02,-1.351510685442099124e-02,1.487739464872139816e-02,-6.954137942009525064e-03,4.068400692544607566e-02,4.068400692544607566e-02,2.183153259073086772e-02,2.183153259073086772e-02
5.575000000000000178e+00,2.736449943000224261e-02,-1.362403979170925816e-02,1.495784999533444903e-02,-6.999246842434206362e-03,4.098853922171152853e-02,4.098853922171152853e-02,2.195709683776864152e-02,2.195709683776864152e-02
5.600000000000000533e+00,2.756365823583256658e-02,-1.373490469494062505e-02,1.504510510243606269e-02,-7.048078364217655323e-03,4.129856293077321938e-02,4.129856293077321938e-02,2.209318346665370414e-02,2.209318346665370414e-02
5.625000000000000000e+00,2.776645428365559498e-02,-1.384756428578635956e-02,1.513981003737169262e-02,-7.100878510814909172e-03,4.161401856944194066e-02,4.161401856944194066e-02,2.224068854818658791e-02,2.224068854818658791e-02
5.650000000000000355e+00,2.797304809400180670e-02,-1.396184974537859058e-02,1.524247907687970027e-02,-7.157769121549320546e-03,4.193489783938036952e-02,4.193489783938036952e-02,2.240024819842903470e-02,2.240024819842903470e-02
5.675000000000000711e+00,2.818367427055840091e-02,-1.407759498545978205e-02,1.535347216314081331e-02,-7.218759910447403172e-03,4.226126925601816908e-02,4.226126925601816908e-02,2.257223207358818873e-02,2.257223207358818873e-02
5.700000000000000178e+00,2.839864682367743143e-02,-1.419468042933713647e-02,1.547294858445236176e-02,-7.283748870100206774e-03,4.259332725301456790e-02,4.259332725301456790e-02,2.275669745455258242e-02,2.275669745455258242e-02
5.725000000000000533e+00,2.861836705216441734e-02,-1.431306850277952458e-02,1.560081196904067324e-02,-7.352505783941185036e-03,4.293143555494394192e-02,4.293143555494394192e-02,2.295331775298187216e-02,2.295331775298187216e-02
5.750000000000000000e+00,2.884332166368980266e-02,-1.443282323384455224e-02,1.573667713537607593e-02,-7.424650042781116843e-03,4.327614489753436877e-02,4.327614489753436877e-02,2.316132717815716502e-02,2.316132717815716502e-02
5.775000000000000355e+00,2.907406819896352079e-02,-1.455411430769543157e-02,1.587988458886591125e-02,-7.499646021860262302e-03,4.362818250665889686e-02,4.362818250665889686e-02,2.337953061072614580e-02,2.337953061072614580e-02
5.800000000000000711e+00,2.931121484217341644e-02,-1.467720573609321288e-02,1.602957081865941102e-02,-7.576835667362863402e-03,4.398842057826662932e-02,4.398842057826662932e-02,2.360640648602230218e-02,2.360640648602230218e-02
5.825000000000000178e+00,2.955540226514391522e-02,-1.480242682639459906e-02,1.618478065328637916e-02,-7.655509710990396344e-03,4.435782909153851428e-02,4.435782909153851428e-02,2.384029036427676163e-02,2.384029036427676163e-02
5.850000000000000533e+00,2.980728516477704204e-02,-1.493012648343497450e-02,1.634459119159192841e-02,-7.734998112384983138e-03,4.473741164821198879e-02,4.473741164821198879e-02,2.407958930397693931e-02,2.407958930397693931e-02
5.875000000000000000e+00,3.006750094567373077e-02,-1.506062052578532873e-02,1.650821320517992241e-02,-7.814750307232956605e-03,4.512812147145905950e-02,4.512812147145905950e-02,2.432296351241292065e-02,2.432296351241292065e-02
5.900000000000000355e+00,3.033661410516330648e-02,-1.519414693500528712e-02,1.667504872205016753e-02,-7.894382259740886920e-03,4.553076104016856585e-02,4.553076104016856585e-02,2.456943098179104057e-02,2.456943098179104057e-02
5.925000000000000711e+00,3.061503840571239143e-02,-1.533083972774375303e-02,1.684470637374724244e-02,-7.973685127732027533e-03,4.594587813345615834e-02,4.594587813345615834e-02,2.481839150147929773e-02,2.481839150147929773e-02
5.950000000000000178e+00,3.090295582802538021e-02,-1.547072237228776237e-02,1.701699396544686937e-02,-8.052607978403875100e-03,4.637367820031315646e-02,4.637367820031315646e-02,2.506960194385077223e-02,2.506960194385077223e-02
5.975000000000000533e+00,3.120026083707450049e-02,-1.561371533545449775e-02,1.719190834964684500e-02,-8.131234183886462685e-03,4.681397617252897048e-02,4.681397617252897048e-02,2.532314253353332156e-02,2.532314253353332156e-02
6.000000000000000000e+00,3.150655477043906583e-02,-1.575965336216501866e-02,1.736962829668098340e-02,-8.209765135233554334e-03,4.726620813260409837e-02,4.726620813260409837e-02,2.557939343191459325e-02,2.557939343191459325e-02
6.025000000000000355e+00,3.182119941168592980e-02,-1.590831175115520191e-02,1.755050137654601272e-02,-8.288511547321297801e-03,4.772951116284113171e-02,4.772951116284113171e-02,2.583901292386725501e-02,2.583901292386725501e-02
